OPTION CODE,LAND USE CODE,DESCRIPTION,,
HRW3,MW01,SALT MARSH - UNGRAZEABLE,,
HRW3,MW02,TIDAL AREAS ,,
HRW3,MW03,REED BEDS,,
HRW3,MW04,INTERTIDAL HABITATS,,
HRW3,MW05,SALINE HABITATS,,
HRW3,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
HRW3,NF01,SCATTERED ROCK,,
HRW3,NF02,SCATTERED BRACKEN,,
HRW3,NF03,SCATTERED SCRUB,,
HRW3,NF05,SCATTERED WATER FEATURES,,
HRW3,NF06,SCATTERED NATURAL FEATURES,,
HRW3,NF07,SCATTERED MANMADE FEATURES,,
HRW3,NF08,SCATTERED FEATURES - MIXED,,
HRW3,NR01,"RESIDENTIAL DWELLING, HOUSE",,
HRW3,NT01,GALLOP - GRASS,,
HRW3,NT03,TRACK - NATURAL SURFACE,,
HRW3,NU01,NURSERY CROPS,,
HRW3,PG01,PERMANENT GRASSLAND,,
HRW3,PL01,NON-UTILISED BANK,,
HRW3,RD01,NON-AGRI BPS ELIGIBLE,,
HRW3,RL03,SPORTS AND RECREATION,,
HRW3,RL04,GOLF COURSE ,,
HRW3,RO02,SCREE,,
HRW3,RO03,BOULDERS,,
HRW3,RO04,ROCKY OUTCROP,,
HRW3,SA02,STORAGE AREA,,
HRW3,SR01,SHORT ROTATION COPPICE,,
HRW3,ST05,STRUCTURE,,
HRW3,TC01,PERENNIAL CROPS,,
HRW3,TG01,TEMPORARY GRASS,,
HRW3,UT01,SOLAR PANEL ON NON-AGRICULTURAL LAND,,
HRW3,UT06,OTHER UTILITY,,
HRW3,UT07,WATERWORKS,,
HRW3,WF01,DRAIN/DITCH/DYKE,,
HRW3,WF03,POND,,
HS1,AB01,FARM BUILDING,,
HS1,AB02,AGRICULTURAL SHED,,
HS1,AB03,ANIMAL SHELTER - ON BARE SOIL,,
HS1,AB04,ANIMAL SHELTER - ON HARD STANDING,,
HS1,AB05,MILKING PARLOUR,,
HS1,AB07,COW SHED,,
HS1,AB08,PIG STY,,
HS1,AB09,FARMYARDS,,
HS1,AB10,SHEEP FOLD,,
HS1,AS01,ARCHAEOLOGICAL SITE,,
HS1,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
HS1,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
HS2,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
HS2,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
HS2,ABS03,FALLOW BUFFER STRIP,,
HS2,AC01,BARLEY - SPRING,,
HS2,AC02,BASIL ,,
HS2,AC03,BEET ,,
HS2,AC04,BORAGE ,,
HS2,AC05,BUCKWHEAT ,,
HS2,AC06,CANARY SEED ,,
HS2,AC07,CARROT ,,
HS2,AC08,CELERY ,,
HS2,AC09,CHICORY ,,
HS2,AC10,DAFFODIL ,,
HS2,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
HS2,AC11,DILL ,,
HS2,AC12,EVENING PRIMROSE ,,
HS2,AC13,FENNEL ,,
HS2,AC14,HEMP ,,
HS2,AC15,LETTUCE ,,
HS2,AC16,LINSEED - SPRING,,
HS2,AC17,MAIZE ,,
HS2,AC18,MILLET ,,
HS2,AC19,OATS - SPRING,,
HS2,AC20,ONIONS ,,
HS2,AC21,OREGANO ,,
HS2,AC22,PARSLEY ,,
HS2,AC23,PARSNIPS ,,
HS2,AC24,RYE - SPRING,,
HS2,AC25,SAGE ,,
HS2,AC26,SPINACH ,,
HS2,AC27,STRAWBERRY ,,
HS2,AC28,SWEET POTATO ,,
HS2,AC29,THYME ,,
HS2,AC30,TRITICALE - SPRING,,
HS2,AC31,TULIP ,,
HS2,AC32,WHEAT - SPRING,,
HS2,AC33,YAM ,,
HS2,AC34,CABBAGE - SPRING,,
HS2,AC35,TURNIP ,,
HS2,AC36,OILSEED - SPRING,,
HS2,AC37,BROWN MUSTARD ,,
HS2,AC38,MUSTARD ,,
HS2,AC39,CRAMBE ,,
HS2,AC40,ROCKET ,,
HS2,AC41,RADISH ,,
HS2,AC42,HORSERADISH ,,
HS2,AC43,TOBACCO ,,
HS2,AC44,POTATO ,,
HS2,AC45,TOMATO ,,
HS2,AC46,AUBERGINE ,,
HS2,AC47,PEPPER ,,
HS2,AC48,CHILLI ,,
HS2,AC49,TREE CHILLI ,,
HS2,AC50,SQUASH ,,
HS2,AC51,JAPANESE PIE SQUASH ,,
HS2,AC52,SIAM PUMPKIN ,,
HS2,AC53,BANANA SQUASH ,,
HS2,AC54,BUTTERNUT SQUASH ,,
HS2,AC55,WATER MELON ,,
HS2,AC56,CUCUMBER ,,
HS2,AC57,MELON ,,
HS2,AC58,MIXED CROP - GROUP 1,,
HS2,AC59,MIXED CROP - GROUP 2,,
HS2,AC60,MIXED CROP - GROUP 3,,
HS2,AC61,MIXED CROP - GROUP 4,,
HS2,AC62,MIXED CROP - GROUP 5,,
HS2,AC63,BARLEY - WINTER,,
HS2,AC64,LINSEED - WINTER,,
HS2,AC65,OATS - WINTER,,
HS2,AC66,WHEAT - WINTER,,
HS2,AC67,OILSEED - WINTER,,
HS2,AC68,RYE - WINTER,,
HS2,AC69,TRITICALE - WINTER,,
HS2,AC70,CABBAGE - WINTER,,
HS2,AC71,CORIANDER,,
HS2,AC72,CORN GROMWELL,,
HS2,AC73,CAMELINA,,
HS2,AC74,PHACELIA,,
HS2,AC75,OCA,,
HS2,AC76,GERMAN CHAMOMILE,,
HS2,AC77,CORN CHAMOMILE,,
HS2,AC78,CORN COCKLE,,
HS2,AC79,CORN FLOWER,,
HS2,AC80,CORN MARIGOLD,,
HS2,AC81,POPPY,,
HS2,AC82,FIELD FOR-GET-ME-NOT,,
HS2,AC83,FOX-GLOVE,,
HS2,AC84,HAY RATTLE,,
HS2,AC85,HEDGE BEDSTRAW,,
HS2,AC86,TEASEL,,
HS2,AC87,QUINOA,,
HS2,AC88,SUNFLOWER,,
HS2,AC89,CRESS,,
HS2,AC90,GLADIOLI,,
HS2,AC91,ECHIUM,,
HS2,AC92,SORGHUM,,
HS2,AC93,STICKY NIGHTSHADE,,
HS2,AC94,SWEET WILLIAMS,,
HS2,AC95,WALLFLOWER,,
HS2,AC96,SAMPHIRE,,
HS2,AC97,ASTER (CHINESE),,
HS2,AC98,LARKSPUR,,
HS2,AC99,NIGELLA,,
HS2,AS01,ARCHAEOLOGICAL SITE,,
HS2,BF11,HALF HEDGE,,
HS2,BF15,BUFFER STRIP,,
HS2,CA01,CATCH CROP,,
HS2,CA02,COVER CROP,,
HS2,FA01,FALLOW,,
HS2,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
HS2,LG01,CHICKPEA,,
HS2,LG02,FENUGREEK,,
HS2,LG03,FIELD BEANS - SPRING,,
HS2,LG04,GREEN BEANS,,
HS2,LG05,LENTILS,,
HS2,LG06,LUPINS,,
HS2,LG07,PEAS - SPRING,,
HS2,LG08,SOYA,,
HS2,LG09,COWPEA,,
HS2,LG10,BIRD'S FOOT TREFOIL,,
HS2,LG11,LUCERNE,,
HS2,LG12,SWEET CLOVER,,
HS2,LG13,SAINFOIN,,
HS2,LG14,CLOVER,,
HS2,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
HS2,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
HS2,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
HS2,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
HS2,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
HS2,LG20,FIELD BEANS - WINTER,,
HS2,LG21,PEAS - WINTER,,
HS2,NF01,SCATTERED ROCK,,
HS2,NF02,SCATTERED BRACKEN,,
HS2,NF03,SCATTERED SCRUB,,
HS2,NF04,SCATTERED TREES,,
HS2,NF05,SCATTERED WATER FEATURES,,
HS2,NF06,SCATTERED NATURAL FEATURES,,
HS2,PG01,PERMANENT GRASSLAND,,
HS2,PG02,PERMANENT GRASS BUFFER STRIP ,,
HS2,TG01,TEMPORARY GRASS,,
HS3,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
HS3,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
HS3,ABS03,FALLOW BUFFER STRIP,,
HS3,AC01,BARLEY - SPRING,,
HS3,AC02,BASIL ,,
HS3,AC03,BEET ,,
HS3,AC04,BORAGE ,,
HS3,AC05,BUCKWHEAT ,,
HS3,AC06,CANARY SEED ,,
HS3,AC07,CARROT ,,
HS3,AC08,CELERY ,,
HS3,AC09,CHICORY ,,
HS3,AC10,DAFFODIL ,,
HS3,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
HS3,AC11,DILL ,,
HS3,AC12,EVENING PRIMROSE ,,
HS3,AC13,FENNEL ,,
HS3,AC14,HEMP ,,
HS3,AC15,LETTUCE ,,
HS3,AC16,LINSEED - SPRING,,
HS3,AC17,MAIZE ,,
HS3,AC18,MILLET ,,
HS3,AC19,OATS - SPRING,,
HS3,AC20,ONIONS ,,
HS3,AC21,OREGANO ,,
HS3,AC22,PARSLEY ,,
HS3,AC23,PARSNIPS ,,
HS3,AC24,RYE - SPRING,,
HS3,AC25,SAGE ,,
HS3,AC26,SPINACH ,,
HS3,AC27,STRAWBERRY ,,
HS3,AC28,SWEET POTATO ,,
HS3,AC29,THYME ,,
HS3,AC30,TRITICALE - SPRING,,
HS3,AC31,TULIP ,,
HS3,AC32,WHEAT - SPRING,,
HS3,AC33,YAM ,,
HS3,AC34,CABBAGE - SPRING,,
HS3,AC35,TURNIP ,,
HS3,AC36,OILSEED - SPRING,,
HS3,AC37,BROWN MUSTARD ,,
HS3,AC38,MUSTARD ,,
HS3,AC39,CRAMBE ,,
HS3,AC40,ROCKET ,,
HS3,AC41,RADISH ,,
HS3,AC42,HORSERADISH ,,
HS3,AC43,TOBACCO ,,
HS3,AC44,POTATO ,,
HS3,AC45,TOMATO ,,
HS3,AC46,AUBERGINE ,,
HS3,AC47,PEPPER ,,
HS3,AC48,CHILLI ,,
HS3,AC49,TREE CHILLI ,,
HS3,AC50,SQUASH ,,
HS3,AC51,JAPANESE PIE SQUASH ,,
HS3,AC52,SIAM PUMPKIN ,,
HS3,AC53,BANANA SQUASH ,,
HS3,AC54,BUTTERNUT SQUASH ,,
HS3,AC55,WATER MELON ,,
HS3,AC56,CUCUMBER ,,
HS3,AC57,MELON ,,
HS3,AC58,MIXED CROP - GROUP 1,,
HS3,AC59,MIXED CROP - GROUP 2,,
HS3,AC60,MIXED CROP - GROUP 3,,
HS3,AC61,MIXED CROP - GROUP 4,,
HS3,AC62,MIXED CROP - GROUP 5,,
HS3,AC63,BARLEY - WINTER,,
HS3,AC64,LINSEED - WINTER,,
HS3,AC65,OATS - WINTER,,
HS3,AC66,WHEAT - WINTER,,
HS3,AC67,OILSEED - WINTER,,
HS3,AC68,RYE - WINTER,,
HS3,AC69,TRITICALE - WINTER,,
HS3,AC70,CABBAGE - WINTER,,
HS3,AC71,CORIANDER,,
HS3,AC72,CORN GROMWELL,,
HS3,AC73,CAMELINA,,
HS3,AC74,PHACELIA,,
HS3,AC75,OCA,,
HS3,AC76,GERMAN CHAMOMILE,,
HS3,AC77,CORN CHAMOMILE,,
HS3,AC78,CORN COCKLE,,
HS3,AC79,CORN FLOWER,,
HS3,AC80,CORN MARIGOLD,,
HS3,AC81,POPPY,,
HS3,AC82,FIELD FOR-GET-ME-NOT,,
HS3,AC83,FOX-GLOVE,,
HS3,AC84,HAY RATTLE,,
HS3,AC85,HEDGE BEDSTRAW,,
HS3,AC86,TEASEL,,
HS3,AC87,QUINOA,,
HS3,AC88,SUNFLOWER,,
HS3,AC89,CRESS,,
HS3,AC90,GLADIOLI,,
HS3,AC91,ECHIUM,,
HS3,AC92,SORGHUM,,
HS3,AC93,STICKY NIGHTSHADE,,
HS3,AC94,SWEET WILLIAMS,,
HS3,AC95,WALLFLOWER,,
HS3,AC96,SAMPHIRE,,
HS3,AC97,ASTER (CHINESE),,
HS3,AC98,LARKSPUR,,
HS3,AC99,NIGELLA,,
HS3,AS01,ARCHAEOLOGICAL SITE,,
HS3,BF11,HALF HEDGE,,
HS3,BF15,BUFFER STRIP,,
HS3,CA01,CATCH CROP,,
HS3,CA02,COVER CROP,,
HS3,FA01,FALLOW,,
HS3,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
HS3,LG01,CHICKPEA,,
HS3,LG02,FENUGREEK,,
HS3,LG03,FIELD BEANS - SPRING,,
HS3,LG04,GREEN BEANS,,
HS3,LG05,LENTILS,,
HS3,LG06,LUPINS,,
HS3,LG07,PEAS - SPRING,,
HS3,LG08,SOYA,,
HS3,LG09,COWPEA,,
HS3,LG10,BIRD'S FOOT TREFOIL,,
HS3,LG11,LUCERNE,,
HS3,LG12,SWEET CLOVER,,
HS3,LG13,SAINFOIN,,
HS3,LG14,CLOVER,,
HS3,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
HS3,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
HS3,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
HS3,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
HS3,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
HS3,LG20,FIELD BEANS - WINTER,,
HS3,LG21,PEAS - WINTER,,
HS3,TG01,TEMPORARY GRASS,,
HS4,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
HS4,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
HS4,ABS03,FALLOW BUFFER STRIP,,
HS4,AS01,ARCHAEOLOGICAL SITE,,
HS4,BF15,BUFFER STRIP,,
HS4,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
HS4,NF01,SCATTERED ROCK,,
HS4,NF02,SCATTERED BRACKEN,,
HS4,NF03,SCATTERED SCRUB,,
HS4,NF04,SCATTERED TREES,,
HS4,NF05,SCATTERED WATER FEATURES,,
HS4,NF06,SCATTERED NATURAL FEATURES,,
HS4,PG01,PERMANENT GRASSLAND,,
HS4,PG02,PERMANENT GRASS BUFFER STRIP ,,
HS4,TG01,TEMPORARY GRASS,,
HS4,WO12,MIXED WOODLAND,,
HS4,WO25,SCRUB - UNGRAZEABLE,,
HS5,AS01,ARCHAEOLOGICAL SITE,,
HS5,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
HS5,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
HS5,NF01,SCATTERED ROCK,,
HS5,NF02,SCATTERED BRACKEN,,
HS5,NF03,SCATTERED SCRUB,,
HS5,NF04,SCATTERED TREES,,
HS5,NF05,SCATTERED WATER FEATURES,,
HS5,NF06,SCATTERED NATURAL FEATURES,,
HS5,NT02,GALLOP - NON GRASS,,
HS5,PG01,PERMANENT GRASSLAND,,
HS5,PG02,PERMANENT GRASS BUFFER STRIP ,,
HS5,WO25,SCRUB - UNGRAZEABLE,,
HS6,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
HS6,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
HS6,ABS03,FALLOW BUFFER STRIP,,
HS6,AS01,ARCHAEOLOGICAL SITE,,
HS6,BF15,BUFFER STRIP,,
HS6,IW01,RIVERS AND STREAMS TYPE 1,,
HS6,IW02,RIVERS AND STREAMS TYPE 2,,
HS6,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
HS6,NF01,SCATTERED ROCK,,
HS6,NF02,SCATTERED BRACKEN,,
HS6,NF03,SCATTERED SCRUB,,
HS6,NF04,SCATTERED TREES,,
HS6,NF05,SCATTERED WATER FEATURES,,
HS6,NF06,SCATTERED NATURAL FEATURES,,
HS6,PG01,PERMANENT GRASSLAND,,
HS6,PG02,PERMANENT GRASS BUFFER STRIP ,,
HS6,TG01,TEMPORARY GRASS,,
HS6,WF01,DRAIN/DITCH/DYKE,,
HS6,WF03,POND,,
HS6,WO25,SCRUB - UNGRAZEABLE,,
HS7,AS01,ARCHAEOLOGICAL SITE,,
HS7,IW01,RIVERS AND STREAMS TYPE 1,,
HS7,IW02,RIVERS AND STREAMS TYPE 2,,
HS7,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
HS7,NF01,SCATTERED ROCK,,
HS7,NF02,SCATTERED BRACKEN,,
HS7,NF03,SCATTERED SCRUB,,
HS7,NF04,SCATTERED TREES,,
HS7,NF05,SCATTERED WATER FEATURES,,
HS7,NF06,SCATTERED NATURAL FEATURES,,
HS7,PG01,PERMANENT GRASSLAND,,
HS7,PG02,PERMANENT GRASS BUFFER STRIP ,,
HS7,WF01,DRAIN/DITCH/DYKE,,
HS8,AB01,FARM BUILDING,,
HS8,AB02,AGRICULTURAL SHED,,
HS8,AB03,ANIMAL SHELTER - ON BARE SOIL,,
HS8,AB04,ANIMAL SHELTER - ON HARD STANDING,,
HS8,AB05,MILKING PARLOUR,,
HS8,AB07,COW SHED,,
HS8,AB08,PIG STY,,
HS8,AB09,FARMYARDS,,
HS8,AB10,SHEEP FOLD,,
HS8,AS01,ARCHAEOLOGICAL SITE,,
HS8,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
HS9,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
HS9,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
HS9,ABS03,FALLOW BUFFER STRIP,,
HS9,AC01,BARLEY - SPRING,,
HS9,AC02,BASIL ,,
HS9,AC03,BEET ,,
HS9,AC04,BORAGE ,,
HS9,AC05,BUCKWHEAT ,,
HS9,AC06,CANARY SEED ,,
HS9,AC07,CARROT ,,
HS9,AC08,CELERY ,,
HS9,AC09,CHICORY ,,
HS9,AC10,DAFFODIL ,,
HS9,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
HS9,AC11,DILL ,,
HS9,AC12,EVENING PRIMROSE ,,
HS9,AC13,FENNEL ,,
HS9,AC14,HEMP ,,
HS9,AC15,LETTUCE ,,
HS9,AC16,LINSEED - SPRING,,
HS9,AC17,MAIZE ,,
HS9,AC18,MILLET ,,
HS9,AC19,OATS - SPRING,,
HS9,AC20,ONIONS ,,
HS9,AC21,OREGANO ,,
HS9,AC22,PARSLEY ,,
HS9,AC23,PARSNIPS ,,
HS9,AC24,RYE - SPRING,,
HS9,AC25,SAGE ,,
HS9,AC26,SPINACH ,,
HS9,AC27,STRAWBERRY ,,
HS9,AC28,SWEET POTATO ,,
HS9,AC29,THYME ,,
HS9,AC30,TRITICALE - SPRING,,
HS9,AC31,TULIP ,,
HS9,AC32,WHEAT - SPRING,,
HS9,AC33,YAM ,,
HS9,AC34,CABBAGE - SPRING,,
HS9,AC35,TURNIP ,,
HS9,AC36,OILSEED - SPRING,,
HS9,AC37,BROWN MUSTARD ,,
HS9,AC38,MUSTARD ,,
HS9,AC39,CRAMBE ,,
HS9,AC40,ROCKET ,,
HS9,AC41,RADISH ,,
HS9,AC42,HORSERADISH ,,
HS9,AC43,TOBACCO ,,
HS9,AC44,POTATO ,,
HS9,AC45,TOMATO ,,
HS9,AC46,AUBERGINE ,,
HS9,AC47,PEPPER ,,
HS9,AC48,CHILLI ,,
HS9,AC49,TREE CHILLI ,,
HS9,AC50,SQUASH ,,
HS9,AC51,JAPANESE PIE SQUASH ,,
HS9,AC52,SIAM PUMPKIN ,,
HS9,AC53,BANANA SQUASH ,,
HS9,AC54,BUTTERNUT SQUASH ,,
HS9,AC55,WATER MELON ,,
HS9,AC56,CUCUMBER ,,
HS9,AC57,MELON ,,
HS9,AC58,MIXED CROP - GROUP 1,,
HS9,AC59,MIXED CROP - GROUP 2,,
HS9,AC60,MIXED CROP - GROUP 3,,
HS9,AC61,MIXED CROP - GROUP 4,,
HS9,AC62,MIXED CROP - GROUP 5,,
HS9,AC63,BARLEY - WINTER,,
HS9,AC64,LINSEED - WINTER,,
HS9,AC65,OATS - WINTER,,
HS9,AC66,WHEAT - WINTER,,
HS9,AC67,OILSEED - WINTER,,
HS9,AC68,RYE - WINTER,,
HS9,AC69,TRITICALE - WINTER,,
HS9,AC70,CABBAGE - WINTER,,
HS9,AC71,CORIANDER,,
HS9,AC72,CORN GROMWELL,,
HS9,AC73,CAMELINA,,
HS9,AC74,PHACELIA,,
HS9,AC75,OCA,,
HS9,AC76,GERMAN CHAMOMILE,,
HS9,AC77,CORN CHAMOMILE,,
HS9,AC78,CORN COCKLE,,
HS9,AC79,CORN FLOWER,,
HS9,AC80,CORN MARIGOLD,,
HS9,AC81,POPPY,,
HS9,AC82,FIELD FOR-GET-ME-NOT,,
HS9,AC83,FOX-GLOVE,,
HS9,AC84,HAY RATTLE,,
HS9,AC85,HEDGE BEDSTRAW,,
HS9,AC86,TEASEL,,
HS9,AC87,QUINOA,,
HS9,AC88,SUNFLOWER,,
HS9,AC89,CRESS,,
HS9,AC90,GLADIOLI,,
HS9,AC91,ECHIUM,,
HS9,AC92,SORGHUM,,
HS9,AC93,STICKY NIGHTSHADE,,
HS9,AC94,SWEET WILLIAMS,,
HS9,AC95,WALLFLOWER,,
HS9,AC96,SAMPHIRE,,
HS9,AC97,ASTER (CHINESE),,
HS9,AC98,LARKSPUR,,
HS9,AC99,NIGELLA,,
HS9,AS01,ARCHAEOLOGICAL SITE,,
HS9,BF11,HALF HEDGE,,
HS9,BF15,BUFFER STRIP,,
HS9,CA01,CATCH CROP,,
HS9,CA02,COVER CROP,,
HS9,FA01,FALLOW,,
HS9,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
HS9,LG01,CHICKPEA,,
HS9,LG02,FENUGREEK,,
HS9,LG03,FIELD BEANS - SPRING,,
HS9,LG04,GREEN BEANS,,
HS9,LG05,LENTILS,,
HS9,LG06,LUPINS,,
HS9,LG07,PEAS - SPRING,,
HS9,LG08,SOYA,,
HS9,LG09,COWPEA,,
HS9,LG10,BIRD'S FOOT TREFOIL,,
HS9,LG11,LUCERNE,,
HS9,LG12,SWEET CLOVER,,
HS9,LG13,SAINFOIN,,
HS9,LG14,CLOVER,,
HS9,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
HS9,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
HS9,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
HS9,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
HS9,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
HS9,LG20,FIELD BEANS - WINTER,,
HS9,LG21,PEAS - WINTER,,
HS9,TG01,TEMPORARY GRASS,,
IG1A,PG01,PERMANENT GRASSLAND,,
IG1A,TG01,TEMPORARY GRASS,,
IG1B,PG01,PERMANENT GRASSLAND,,
IG1B,TG01,TEMPORARY GRASS,,
IG2A,PG01,PERMANENT GRASSLAND,,
IG2A,TG01,TEMPORARY GRASS,,
IG2B,PG01,PERMANENT GRASSLAND,,
IG2B,TG01,TEMPORARY GRASS,,
IG3A,PG01,PERMANENT GRASSLAND,,
IG3A,TG01,TEMPORARY GRASS,,
IG3B,PG01,PERMANENT GRASSLAND,,
IG3B,TG01,TEMPORARY GRASS,,
IGL1,AC01,BARLEY - SPRING,,
IGL1,AC02,BASIL ,,
IGL1,AC03,BEET ,,
IGL1,AC04,BORAGE ,,
IGL1,AC05,BUCKWHEAT ,,
IGL1,AC06,CANARY SEED ,,
IGL1,AC07,CARROT ,,
IGL1,AC08,CELERY ,,
IGL1,AC09,CHICORY ,,
IGL1,AC10,DAFFODIL ,,
IGL1,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
IGL1,AC11,DILL ,,
IGL1,AC12,EVENING PRIMROSE ,,
IGL1,AC13,FENNEL ,,
IGL1,AC14,HEMP ,,
IGL1,AC15,LETTUCE ,,
IGL1,AC16,LINSEED - SPRING,,
IGL1,AC17,MAIZE ,,
IGL1,AC18,MILLET ,,
IGL1,AC19,OATS - SPRING,,
IGL1,AC20,ONIONS ,,
IGL1,AC21,OREGANO ,,
IGL1,AC22,PARSLEY ,,
IGL1,AC23,PARSNIPS ,,
IGL1,AC24,RYE - SPRING,,
IGL1,AC25,SAGE ,,
IGL1,AC26,SPINACH ,,
IGL1,AC27,STRAWBERRY ,,
IGL1,AC28,SWEET POTATO ,,
IGL1,AC29,THYME ,,
IGL1,AC30,TRITICALE - SPRING,,
IGL1,AC31,TULIP ,,
IGL1,AC32,WHEAT - SPRING,,
IGL1,AC33,YAM ,,
IGL1,AC34,CABBAGE - SPRING,,
IGL1,AC35,TURNIP ,,
IGL1,AC36,OILSEED - SPRING,,
IGL1,AC37,BROWN MUSTARD ,,
IGL1,AC38,MUSTARD ,,
IGL1,AC39,CRAMBE ,,
IGL1,AC40,ROCKET ,,
IGL1,AC41,RADISH ,,
IGL1,AC42,HORSERADISH ,,
IGL1,AC43,TOBACCO ,,
IGL1,AC44,POTATO ,,
IGL1,AC45,TOMATO ,,
IGL1,AC46,AUBERGINE ,,
IGL1,AC47,PEPPER ,,
IGL1,AC48,CHILLI ,,
IGL1,AC49,TREE CHILLI ,,
IGL1,AC50,SQUASH ,,
IGL1,AC51,JAPANESE PIE SQUASH ,,
IGL1,AC52,SIAM PUMPKIN ,,
IGL1,AC53,BANANA SQUASH ,,
IGL1,AC54,BUTTERNUT SQUASH ,,
IGL1,AC55,WATER MELON ,,
IGL1,AC56,CUCUMBER ,,
IGL1,AC57,MELON ,,
IGL1,AC58,MIXED CROP - GROUP 1,,
IGL1,AC59,MIXED CROP - GROUP 2,,
IGL1,AC60,MIXED CROP - GROUP 3,,
IGL1,AC61,MIXED CROP - GROUP 4,,
IGL1,AC62,MIXED CROP - GROUP 5,,
IGL1,AC63,BARLEY - WINTER,,
IGL1,AC64,LINSEED - WINTER,,
IGL1,AC65,OATS - WINTER,,
IGL1,AC66,WHEAT - WINTER,,
IGL1,AC67,OILSEED - WINTER,,
IGL1,AC68,RYE - WINTER,,
IGL1,AC69,TRITICALE - WINTER,,
IGL1,AC70,CABBAGE - WINTER,,
IGL1,AC71,CORIANDER,,
IGL1,AC72,CORN GROMWELL,,
IGL1,AC73,CAMELINA,,
IGL1,AC74,PHACELIA,,
IGL1,AC75,OCA,,
IGL1,AC76,GERMAN CHAMOMILE,,
IGL1,AC77,CORN CHAMOMILE,,
IGL1,AC78,CORN COCKLE,,
IGL1,AC79,CORN FLOWER,,
IGL1,AC80,CORN MARIGOLD,,
IGL1,AC81,POPPY,,
IGL1,AC82,FIELD FOR-GET-ME-NOT,,
IGL1,AC83,FOX-GLOVE,,
IGL1,AC84,HAY RATTLE,,
IGL1,AC85,HEDGE BEDSTRAW,,
IGL1,AC86,TEASEL,,
IGL1,AC87,QUINOA,,
IGL1,AC88,SUNFLOWER,,
IGL1,AC89,CRESS,,
IGL1,AC90,GLADIOLI,,
IGL1,AC91,ECHIUM,,
IGL1,AC92,SORGHUM,,
IGL1,AC93,STICKY NIGHTSHADE,,
IGL1,AC94,SWEET WILLIAMS,,
IGL1,AC95,WALLFLOWER,,
IGL1,AC96,SAMPHIRE,,
IGL1,AC97,ASTER (CHINESE),,
IGL1,AC98,LARKSPUR,,
IGL1,AC99,NIGELLA,,
IGL1,CW01,WATERCRESS,,
IGL1,FA01,FALLOW,,
IGL1,LG01,CHICKPEA,,
IGL1,LG02,FENUGREEK,,
IGL1,LG03,FIELD BEANS - SPRING,,
IGL1,LG04,GREEN BEANS,,
IGL1,LG05,LENTILS,,
IGL1,LG06,LUPINS,,
IGL1,LG07,PEAS - SPRING,,
IGL1,LG08,SOYA,,
IGL1,LG09,COWPEA,,
IGL1,LG10,BIRD'S FOOT TREFOIL,,
IGL1,LG11,LUCERNE,,
IGL1,LG12,SWEET CLOVER,,
IGL1,LG13,SAINFOIN,,
IGL1,LG14,CLOVER,,
IGL1,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
IGL1,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
