SHAPE,ListEntry,Name,RegDate,AmendDate,CaptureScale,hyperlink,area_ha,NGR,Easting,Northing
"MULTIPOLYGON (((421336.1638 429585.573100001,421335.4638 429585.7731,421334.4638 429585.7731,421333.1538 429585.3731,421332.1538 429584.973099999,421331.1538 429584.3731,421314.1638 429571.7731,421313.3638 429570.6731,421312.5738 429569.7731,421312.0738 429569.063100001,421311.5738 429568.2631,421310.9738 429567.3631,421310.3638 429566.563100001,421308.8638 429565.063100001,421306.5638 429562.3631,421296.0558 429551.2761,421283.2408 429537.312100001,421267.9628 429521.0481,421252.8498 429504.948100001,421237.7348 429489.0131,421226.0718 429476.6921,421217.5288 429466.507099999,421213.4218 429460.9211,421183.3247 429454.586999999,421156.7202 429461.725299999,421121.56 429470.73,421101.64 429474.189999999,421071.0442 429482.546800001,421050.9888 429487.0425,421045.72 429487.949999999,421012.4 429452.0,421015.97 429447.199999999,421019.67 429441.5,421027.0419 429428.9345,421047.9171 429389.3484,421070.7802 429346.165999999,421008.8 429333.939999999,421004.09 429332.16,421005.58 429324.619999999,420994.56 429322.43,420993.3962 429328.194599999,420985.41 429326.609999999,420990.59 429300.93,420963.0867 429295.4191,420952.96 429293.390000001,420952.88 429293.800000001,420949.15 429293.029999999,420947.49 429292.91,420945.78 429292.98,420943.97 429293.449999999,420942.67 429294.08,420941.7573 429294.784600001,420940.96 429295.4,420939.81 429296.789999999,420937.5946 429300.214600001,420935.6543 429303.2138,420934.35 429305.23,420933.32 429306.17,420932.74 429306.470000001,420931.79 429306.75,420930.48 429306.74,420928.93 429306.1,420928.42 429305.68,420927.99 429305.189999999,420927.41 429304.1,420924.64 429299.960000001,420915.3593 429288.731000001,420903.95 429274.99,420907.63 429271.869999999,420903.794 429267.337400001,420899.48 429262.24,420895.8 429265.34,420895.24 429264.449999999,420894.92 429263.949999999,420894.7815 429263.504799999,420894.6252 429262.9352,420894.52 429262.119999999,420894.53 429261.43,420894.69 429260.5,420895.0 429259.619999999,420895.45 429258.800000001,420896.04 429258.060000001,420900.21 429254.300000001,420882.7 429233.25,420881.52 429234.23,420858.7192 429205.8522,420848.2358 429193.8687,420852.1 429190.4,420856.5613 429188.0902,420860.6998 429185.4695,420865.55 429183.300000001,420872.5 429180.1,420873.15 429179.75,420869.8189 429172.6547,420865.8 429162.949999999,420860.8117 429151.967900001,420857.1752 429143.106000001,420853.4 429133.85,420917.9 429106.4,420919.45 429105.75,420912.2158 429089.585999999,420909.9144 429084.117799999,420907.6904 429078.417099999,420905.1893 429071.7488,420900.9 429060.0,420851.05 429083.449999999,420832.9894 429092.308,420814.35 429101.449999999,420808.4197 429089.6776,420806.113 429085.491,420804.991 429079.669,420804.068 429079.834000001,420803.3298 429075.935900001,420800.88 429062.3105,420798.3874 429049.334899999,420794.4 429029.65,420789.2432 429030.525900001,420750.3437 429037.182600001,420730.4 429040.65,420729.45 429039.4,420720.2 429041.1,420718.85 429041.6,420717.7 429042.300000001,420716.65 429043.35,420710.4038 429031.813100001,420704.8808 429020.941099999,420698.1748 429006.9691,420691.4818 428993.5011,420682.4878 428976.915100001,420671.5698 428957.153100001,420664.0318 428942.574100001,420653.2907 428924.255100001,420650.9784 428919.501,420655.5238 428917.563100001,420655.1738 428917.0131,420658.9238 428914.813100001,420659.3238 428915.4131,420668.3738 428909.463099999,420677.5238 428903.4131,420678.8738 428902.813100001,420685.2238 428897.963099999,420688.2738 428895.6631,420704.7238 428883.713099999,420723.9238 428869.813100001,420735.1738 428861.6631,420741.2238 428857.3631,420741.9238 428855.6131,420744.9238 428860.2631,420746.3309 428862.400800001,420753.6538 428857.6131,420771.5738 428855.6631,420791.2238 428853.313100001,420814.3238 428850.6631,420825.7738 428849.2631,420827.1738 428849.1131,420836.4738 428847.8631,420843.8238 428849.7631,420890.5738 428861.6131,420892.8738 428862.0131,420900.3238 428862.063100001,420930.4238 428862.713099999,420930.6738 428861.4131,420940.2738 428822.463099999,420940.9738 428820.5131,420941.4738 428819.4131,420946.0738 428800.463099999,420950.9238 428781.5131,420952.8238 428773.9131,420952.2738 428773.5131,420952.9738 428770.5131,420953.1738 428769.813100001,420953.4238 428769.1131,420953.8238 428767.9131,420954.2238 428766.7631,420955.1738 428764.213099999,420955.3238 428763.6131,420955.5738 428763.063100001,420955.8738 428762.3631,420956.2238 428761.713099999,420956.9738 428759.813100001,420958.0738 428757.813100001,420962.7738 428748.0131,420963.2738 428747.2631,420964.0738 428745.3631,420972.2738 428728.313100001,420973.0738 428721.6631,420973.2238 428720.2631,420975.7738 428699.963099999,420975.7738 428697.8631,420975.8238 428692.963099999,420975.5738 428686.713099999,420972.4238 428678.3631,420971.3738 428675.063100001,420970.8738 428673.1131,420971.6238 428672.713099999,420972.8738 428672.063100001,420979.1738 428674.2631,420999.5238 428681.4131,420999.9738 428681.713099999,421015.8638 428687.9331,421043.7338 428698.3631,421048.7738 428700.2631,421090.5938 428681.4231,421105.7738 428674.383099999,421125.5638 428665.293099999,421128.1138 428664.2831,421139.3038 428659.1831,421144.1038 428656.7831,421149.8138 428654.2731,421147.8338 428648.563100001,421148.3959 428647.198000001,421149.2338 428645.1631,421151.6148 428644.239,421167.2438 428638.1731,421166.6738 428636.383099999,421181.9738 428627.7831,421184.4738 428624.6831,421184.7845 428624.9452,421187.6738 428627.383099999,421191.1149 428630.286499999,421192.9572 428628.555199999,421198.6738 428623.1831,421198.8738 428623.0831,421206.9038 428614.8731,421235.7958 428584.914100001,421259.9878 428558.562100001,421284.9288 428531.312100001,421292.9148 428522.657099999,421304.4778 428509.108100001,421312.6548 428499.7631,421321.8818 428492.054099999,421329.2408 428486.2141,421337.6508 428481.4241,421388.4618 428455.961100001,421398.9738 428451.5221,421467.3989 428487.252499999,421564.1938 428537.983100001,421568.7038 428540.313100001,421557.56 428548.720000001,421538.5994 428561.422,421525.65 428570.779999999,421516.57 428578.43,421506.6205 428588.5097,421500.05 428595.109999999,421504.51 428599.67,421507.573 428612.452400001,421513.12 428636.300000001,421526.71 428633.060000001,421542.56 428628.140000001,421573.1998 428617.093900001,421583.6598 428613.0338,421593.9937 428609.022700001,421597.06 428607.82,421595.49 428604.43,421597.7407 428604.1516,421599.9958 428603.898399999,421601.18 428603.77,421601.9484 428603.220100001,421602.4561 428602.7839,421603.41 428601.83,421603.9961 428600.9175,421604.38 428600.32,421604.4005 428599.877599999,421604.43 428599.24,421604.32 428598.869999999,421604.0502 428598.3642,421602.98 428596.32,421615.8519 428602.936000001,421644.1075 428618.1767,421694.869 428645.274900001,421733.1747 428666.385500001,421771.29 428687.720000001,421776.09 428678.689999999,421795.3739 428688.9559,421828.3642 428704.868799999,421886.88 428733.32,421892.4201 428723.0275,421893.88 428720.220000001,421896.8638 428715.8331,421898.6538 428716.743100001,421898.58 428720.119999999,421899.57 428720.810000001,421899.18 428722.220000001,421898.58 428723.32,421907.0156 428734.4396,421913.68 428743.119999999,421915.4465 428745.6998,421926.7106 428762.204399999,421943.5 428786.1,421931.0459 428806.989600001,421923.5384 428819.5822,421908.48 428844.84,421919.2018 428846.406500001,421949.61 428847.039999999,421983.1882 428847.773,422011.5947 428848.3595,422044.6668 428850.1368,422048.2012 428849.3716,422068.3988 428881.9103,422069.2438 428883.2731,422065.4138 428885.303099999,422065.2138 428884.903100001,422063.8138 428885.803099999,422055.6138 428890.0031,422055.4138 428890.1031,422040.5138 428897.6031,422040.2238 428898.1131,422030.5987 428903.154100001,422019.1934 428910.182600001,422001.6331 428921.003900001,421994.34 428925.49,422001.5134 428938.182499999,422005.8599 428944.612199999,422012.4824 428955.605,422019.04 428966.49,422038.1433 428989.8642,422036.0638 428991.483100001,422025.2538 428999.9331,422025.1438 429000.0131,422023.0838 429001.5831,422007.1538 429011.7831,422006.7638 429011.983100001,422002.3738 429014.973099999,422007.4638 429026.1031,422010.1338 429030.723099999,422011.66 429030.51,422020.4631 429047.756899999,422022.9513 429052.6008,422025.73 429058.01,422024.2738 429058.973099999,422006.5238 429070.563100001,422006.3238 429070.6631,422000.1738 429075.0831,421999.9738 429075.223099999,421993.5038 429079.8331,421988.3238 429083.563100001,421985.8038 429085.543099999,421979.1338 429090.9231,421978.3738 429091.573100001,421972.4438 429096.6131,421965.9638 429102.1231,421961.0138 429106.3331,421959.2738 429107.813100001,421958.2738 429108.6731,421949.5238 429116.1631,421942.3638 429122.3531,421941.7238 429122.9131,421938.1638 429126.063100001,421921.2738 429141.4431,421919.4738 429143.243100001,421912.7938 429149.4131,421905.8938 429155.813100001,421901.0838 429160.313100001,421896.8938 429164.213099999,421896.0838 429164.813100001,421893.6938 429167.5131,421893.4938 429167.713099999,421892.2938 429169.0131,421886.6938 429174.463099999,421880.2638 429180.9431,421880.0838 429181.1131,421873.9938 429187.4131,421873.3938 429188.1131,421869.2938 429192.4131,421868.3938 429192.0131,421858.1538 429201.9131,421855.1538 429198.813100001,421853.8538 429197.213099999,421849.1538 429191.713099999,421843.2538 429184.6131,421836.2538 429176.1131,421824.5311 429161.8784,421819.476 429167.860200001,421816.493 429172.086100001,421815.25 429174.820599999,421813.6757 429180.4551,421812.0438 429187.5131,421811.2438 429191.5031,421810.9438 429192.9131,421810.3438 429196.0031,421809.9438 429199.1131,421809.5438 429201.813100001,421809.3438 429204.213099999,421807.9438 429217.813100001,421807.7438 429219.4131,421807.7538 429220.6131,421807.6538 429221.4131,421807.4538 429224.2031,421807.2438 429227.1031,421807.1438 429230.2031,421807.0438 429233.2031,421806.9338 429236.2631,421806.8938 429275.8731,421808.4238 429291.073100001,421809.1538 429298.213099999,421809.4538 429300.1131,421809.4032 429301.5724,421825.5457 429311.850199999,421826.5507 429312.4901,421812.9538 429335.053099999,421802.0638 429355.233100001,421796.2638 429365.5031,421788.2638 429379.133099999,421776.9638 429398.4131,421766.5638 429415.6631,421760.3638 429425.7531,421758.0638 429429.2031,421755.7738 429432.463099999,421754.1738 429435.043099999,421753.0638 429436.8331,421748.9638 429443.823100001,421741.7738 429455.813100001,421741.4738 429456.813100001,421741.4738 429457.5131,421736.0638 429469.213099999,421730.5638 429480.813100001,421724.7638 429492.813100001,421715.3149 429512.0396,421600.1438 429483.633099999,421600.3271 429505.474400001,421600.3274 429505.513900001,421411.9738 429543.6731,421406.9738 429551.973099999,421404.5638 429555.7731,421401.9638 429559.3631,421400.1638 429562.063100001,421398.1638 429564.8631,421396.9638 429566.1631,421394.4638 429568.563100001,421391.7638 429570.6631,421388.8638 429572.6631,421385.7638 429574.3631,421381.8738 429576.3631,421377.5638 429578.063100001,421377.1638 429578.1731,421370.1638 429580.7731,421367.1638 429581.7631,421363.9638 429582.3731,421363.0638 429582.3731,421360.5638 429582.7731,421358.1638 429582.973099999,421355.8638 429582.7731,421355.1638 429582.6731,421341.1638 429585.3731,421336.7638 429585.3731,421336.1638 429585.573100001)),((422257.3186 428631.7325,422243.774 428649.2744,422200.2627 428709.7404,422173.278 428750.701300001,422146.6282 428788.5309,422129.29 428814.359999999,422122.82 428823.6,422119.8733 428825.687000001,422118.09 428826.949999999,422116.29 428827.029999999,422115.6 428827.029999999,422113.35 428826.73,422109.92 428825.26,422105.72 428822.58,422091.87 428813.640000001,422075.29 428802.57,422070.29 428799.77,422068.96 428798.710000001,422065.44 428795.42,422064.9 428794.4,422064.68 428793.869999999,422064.46 428792.939999999,422064.46 428792.27,422064.55 428791.380000001,422065.17 428790.1,422065.23 428790.039999999,422066.32 428788.810000001,422068.59 428786.640000001,422069.74 428785.26,422070.36 428784.42,422070.89 428783.619999999,422071.29 428782.73,422071.64 428781.9,422072.39 428775.27,422072.46 428774.76,422073.46 428767.67,422074.69 428759.0,422076.3 428747.07,422077.22 428741.060000001,422081.14 428723.050000001,422081.37 428722.189999999,422081.57 428721.33,422081.73 428720.460000001,422081.86 428719.58,422082.0 428718.060000001,422082.02 428716.57,422081.93 428714.789999999,422081.88 428714.039999999,422081.81 428713.289999999,422081.68 428712.25,422081.53 428711.51,422081.36 428710.779999999,422081.09 428709.82,422079.49 428703.83,422078.55 428698.51,422078.15 428695.65,422077.73 428691.02,422077.6 428688.109999999,422077.59 428687.07,422077.56 428683.59,422077.6 428683.0,422077.7 428681.1,422077.73 428680.529999999,422078.04 428675.640000001,422078.2 428673.199999999,422078.51 428670.0,422074.9 428666.800000001,422072.85 428664.59,422062.4459 428659.2883,422057.2434 428656.6372,422046.75 428651.289999999,422046.55 428651.189999999,422029.55 428643.24,422019.57 428638.66,422030.04 428628.4,422034.0 428624.82,422043.15 428616.890000001,422067.17 428597.85,422068.21 428597.029999999,422071.91 428594.48,422077.1 428591.140000001,422080.49 428589.880000001,422082.37 428589.359999999,422083.57 428589.52,422096.0 428585.699999999,422100.93 428576.529999999,422102.0 428574.699999999,422102.64 428573.43,422104.59 428568.970000001,422105.28 428566.6,422106.14 428563.119999999,422106.18 428562.93,422106.9 428559.9,422107.93 428556.539999999,422108.6 428554.6,422110.4 428549.6,422114.0 428542.41,422115.32 428540.119999999,422117.79 428536.42,422121.44 428531.34,422121.95 428530.73,422122.86 428529.99,422123.4 428529.65,422124.26 428529.210000001,422126.72 428512.619999999,422125.74 428512.050000001,422124.94 428511.26,422120.5 428504.9,422119.7 428500.800000001,422113.5965 428493.091499999,422100.11 428476.6699,422092.7378 428467.798800001,422086.59 428460.380000001,422083.39 428458.18,422068.9905 428440.4648,422049.9028 428414.9889,422034.1 428393.619999999,422032.29 428390.48,422030.79 428385.18,422029.7497 428374.5908,422028.54 428360.91,422027.7 428353.960000001,422026.53 428348.48,422022.43 428342.210000001,422010.1169 428332.3244,421999.03 428323.35,421996.74 428318.99,421996.55 428312.810000001,422004.7171 428302.211300001,422018.2047 428286.049799999,422038.2038 428262.167300001,422052.0 428245.859999999,422059.96 428236.98,422072.7428 428224.7665,422090.9709 428207.4757,422099.5002 428199.732999999,422116.03 428184.199999999,422129.4671 428168.6339,422152.9293 428140.063899999,422163.39 428127.359999999,422165.84 428125.699999999,422183.7 428124.800000001,422184.0973 428124.7338,422200.6884 428139.752800001,422272.77 428205.960000001,422329.97 428257.76,422359.47 428284.66,422391.77 428313.66,422418.04 428336.84,422417.67 428339.75,422422.03 428343.289999999,422423.5555 428343.3267,422425.12 428343.48,422426.861 428344.657,422428.5452 428346.0976,422430.0987 428347.568,422433.8695 428350.9583,422446.6455 428362.4452,422469.07 428382.76,422469.77 428383.66,422470.27 428384.66,422470.47 428385.26,422470.67 428386.66,422470.47 428388.26,422470.27 428389.26,422481.7 428396.5,422483.0 428396.6,422484.2 428396.800000001,422484.55 428396.92,422486.62 428398.109999999,422492.46 428403.310000001,422495.93 428406.42,422497.12 428407.49,422522.04 428429.93,422529.3 428436.460000001,422541.79 428447.93,422557.01 428461.460000001,422571.14 428474.27,422586.12 428488.0,422603.24 428503.609999999,422623.5 428522.279999999,422623.83 428522.59,422636.11 428533.91,422633.6 428536.67,422615.48 428528.27,422593.27 428518.939999999,422396.34 428474.52,422337.3988 428540.8619,422329.94 428534.49,422312.24 428518.59,422301.34 428530.789999999,422292.24 428522.59,422287.34 428527.99,422293.46 428533.529999999,422278.3 428550.75,422304.77 428572.68,422307.1 428575.119999999,422257.3186 428631.7325)))",1000000,Battle of Adwalton Moor 1643,1995/06/06 00:00:00+00,2017/09/29 13:55:59+00,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1000000,107.585931633297,SE2164428855,421360,429026
"MULTIPOLYGON (((524072.581 198172.466,524037.764 198174.032,523810.857 197983.464,523819.406 197967.790999999,523835.96 197940.277000001,523852.754 197910.916999999,523857.233 197904.198999999,523865.817 197888.773,523880.248 197864.017000001,523891.569 197843.117000001,523904.258 197821.471000001,523912.966 197806.044,523923.665 197783.403000001,523937.474 197754.664999999,523954.642 197719.832,523963.474 197700.923,523988.604 197651.037,524015.848 197592.318,524034.26 197553.877,524056.777 197507.101,524071.955 197476.0,524088.5 197440.793,524106.788 197403.471999999,524128.185 197358.687000001,524147.344 197319.5,524162.77 197287.652000001,524175.086 197262.025,524194.617 197222.091,524230.41 197231.295,524245.275 197234.247,524264.033 197239.015000001,524276.827 197241.754000001,524288.182 197244.472999999,524293.665 197244.789000001,524295.784 197244.095000001,524310.706 197245.364,524346.376 197247.846000001,524378.032 197250.327,524396.431 197252.348999999,524431.991 197252.983999999,524431.991 197196.066,524507.761 197190.439999999,524505.988 197175.842,524503.668 197160.661,524508.826 197158.687000001,524506.604 197148.844000001,524504.617 197136.202,524503.774 197122.603,524502.41 197105.413000001,524499.768 197076.954,524543.729 197074.424000001,524538.775 197058.716,524579.784 197044.273,524629.439 197017.916999999,524638.716 197021.607000001,524644.093 197030.884,524647.573 197029.016000001,524652.549 197037.723999999,524652.656 197038.929,524660.636 197054.892000001,524688.687 197033.414999999,524715.465 197013.068,524724.742 197005.056,524748.251 196955.717,524773.764 196901.74,524793.625 196860.554,524809.503 196826.679,524826.897 196792.838,524837.967 196768.062999999,524851.25 196739.388,524859.579 196722.731000001,524867.064 196708.604,524868.012 196705.969000001,524884.037 196672.654999999,524892.367 196655.924000001,524936.011 196674.130999999,524959.731 196684.146,524967.533 196684.568,524984.443 196682.436000001,524999.687 196682.775,525018.663 196688.152000001,525024.251 196690.366,525035.878 196691.325999999,525044.808 196694.372,525055.14 196697.535,525064.135 196700.533,525072.745 196704.597999999,525080.963 196707.200999999,525098.996 196711.767000001,525117.158 196715.773,525125.773 196717.776000001,525132.398 196718.313999999,525142.325 196717.249,525152.083 196715.773,525160.973 196714.186000001,525176.53 196707.517999999,525180.817 196706.248,525181.61 196712.280999999,525179.07 196717.995999999,525177.747 196722.204,525175.85 196739.914999999,525171.45 196749.745999999,525165.834 196758.364,525161.934 196770.593,525156.03 196776.286,525154.027 196790.413000001,525147.181 196809.318,525144.319 196818.275,525140.587 196823.5,525136.979 196830.218,525128.905 196846.584000001,525124.087 196855.775,525121.304 196863.558,525116.95 196871.022,525112.385 196875.912,525112.701 196878.969000001,525106.692 196884.24,525101.21 196902.9,525098.996 196913.442,525095.728 196922.824999999,525095.306 196930.521,525087.948 196959.296,525086.451 196980.07,525084.138 196995.491,525080.02 197004.107000001,525077.788 197022.162,525076.435 197042.903000001,525083.299 197046.619000001,525087.313 197050.102,525085.787 197066.648,525084.869 197082.964,525082.866 197101.939999999,525080.231 197116.067,525078.544 197127.452,525076.962 197139.26,525069.899 197169.833000001,525063.468 197190.495999999,525062.625 197193.764,525062.23 197201.549000001,525058.935 197212.950999999,525057.459 197217.273,525056.832 197224.092,525055.667 197233.93,525054.313 197249.647,525051.45 197266.927999999,525049.131 197278.946,525047.444 197288.223999999,525045.652 197290.015000001,525043.227 197301.927999999,525041.434 197311.944,525040.322 197317.437000001,525044.07 197330.077,525049.213 197344.107000001,525067.791 197358.857000001,525082.392 197396.335999999,525088.088 197404.716,525091.945 197409.941,525095.568 197413.322000001,525102.519 197418.152000001,525102.553 197428.244999999,525101.283 197435.547,525099.378 197440.627,525091.44 197446.66,525087.964 197448.009,525075.15 197447.512,525075.823 197464.286,525076.406 197469.093,525077.863 197472.007999999,525085.439 197474.776000001,525138.197 197497.434,525159.017 197506.538000001,525154.5 197521.691,525147.507 197537.864,525144.35 197547.047,525137.477 197559.972999999,525142.24 197563.5,525174.461 197585.944,525196.899 197601.971000001,525214.091 197614.647,525217.329 197615.094000001,525215.901 197627.953,525214.63 197640.653000001,525210.186 197659.385,525208.512 197663.353,525206.806 197664.913000001,525204.329 197674.528999999,525193.256 197694.780999999,525185.103 197707.646,525168.593 197725.107999999,525153.67 197736.856000001,525135.997 197747.67,525125.652 197753.352,525116.036 197758.306,525096.949 197764.717,525079.38 197769.594000001,525058.356 197775.192,525027.877 197783.652000001,524995.656 197792.236,524945.77 197804.551999999,524910.813 197812.389,524882.822 197819.605,524823.232 197836.897,524812.658 197840.006999999,524835.852 197896.558,524853.315 197937.516000001,524823.152 197937.516000001,524811.963 197938.244000001,524807.883 197940.138,524782.179 197942.765000001,524775.975 197944.509,524762.896 197946.620999999,524744.504 197948.005999999,524737.02 197951.223999999,524724.092 197959.106000001,524720.758 197988.632999999,524688.214 197995.301000001,524648.209 198002.603,524654.608 198061.796,524654.789 198085.581,524654.167 198102.748,524652.176 198116.309,524648.866 198134.966,524426.6 198084.623,524399.635 198097.784,524376.032 198110.023,524358.402 198115.995999999,524344.996 198128.334000001,524295.283 198145.414000001,524264.887 198153.963,524226.886 198161.354,524187.874 198169.111,524166.878 198173.101,524109.411 198172.149,524094.171 198171.514,524072.581 198172.466)))",1000001,Battle of Barnet 1471,1995/06/06 00:00:00+00,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1000001,112.105813104727,TQ 24514 97590,524514,197590
"MULTIPOLYGON (((372128.926 334836.754000001,372213.136 335040.687000001,372213.136 335057.239,372211.367 335136.569,372211.976 335177.968,372228.047 335209.522,372181.131 335258.313999999,372119.714 335390.702,372080.106 335475.83,372053.348 335533.731000001,372028.403 335587.399,372025.229 335590.119999999,371646.643 335741.833000001,371644.866 335742.205,371641.087 335745.833000001,371629.597 335750.066,371502.154 335806.304,371483.711 335814.164999999,371468.139 335822.027000001,371443.044 335832.608999999,371426.263 335839.412,371403.738 335849.994999999,371368.211 335865.566,371204.539 335722.596000001,370870.061 335683.85,370559.818 335597.288000001,370461.481 335510.525,370471.862 335459.721999999,370486.135 335389.635,370506.569 335288.757999999,370576.473 335145.077,370743.557 334998.125,371016.979 334871.051000001,371036.896 334866.608999999,371055.171 334860.255999999,371071.358 334852.619999999,371096.948 334839.994999999,371118.103 334826.517999999,371141.646 334811.334000001,371142.499 334813.892999999,371150.262 334813.688999999,371157.533 334805.023,371157.512 334797.856000001,371154.612 334795.468,371477.564 334725.691,371527.209 334703.854,371644.925 334668.539000001,371692.012 334652.673,371710.266 334648.237,371727.156 334643.801999999,371782.773 334625.206,371855.45 334600.127,371884.111 334591.596999999,371899.465 334588.185000001,371920.961 334640.048,371939.045 334678.946,371936.998 334680.140000001,371942.287 334698.223999999,371946.552 334707.266000001,371952.352 334722.108999999,371979.819 334714.773,371990.908 334710.336999999,372008.651 334700.954,372016.84 334694.300000001,372041.236 334671.609999999,372054.202 334697.029999999,372128.926 334836.754000001)))",1000002,Battle of Blore Heath 1459,1995/06/06 00:00:00+00,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1000002,145.869773593311,SJ 71345 35300,371345,335300
"MULTIPOLYGON (((440279.559 467450.311000001,440264.368 467467.055,440247.422 467491.855,440231.483 467516.677999999,440203.551 467496.274,440196.816 467491.52,440187.703 467483.596000001,440177.204 467474.482999999,440165.714 467462.596999999,440140.358 467446.551000001,440123.916 467436.448000001,440121.736 467437.241,440119.161 467435.655999999,440118.567 467433.675000001,440103.907 467425.552999999,440071.023 467408.318,440047.845 467398.215,439998.798 467399.796,439970.389 467388.310000001,439911.735 467368.555,439890.951 467362.755000001,439901.054 467304.711999999,439855.689 467289.062000001,439855.887 467286.882999999,439834.691 467280.544,439834.096 467281.732999999,439815.277 467276.779999999,439796.656 467272.619999999,439770.752 467266.373,439759.215 467263.507999999,439743.367 467260.733999999,439726.015 467257.663000001,439706.615 467254.495999999,439682.86 467249.744999999,439632.233 467240.528000001,439600.736 467235.971999999,439582.85 467234.159,439578.35 467223.095000001,439574.19 467207.248,439569.04 467190.409,439563.097 467165.051999999,439551.843 467158.543,439542.276 467158.312000001,439535.561 467154.948999999,439515.355 467154.157,439484.526 467147.362,439461.242 467144.825999999,439464.022 467134.875,439467.191 467131.706,439468.696 467127.366,439468.696 467124.814999999,439467.217 467122.659,439456.915 467122.460999999,439435.719 467121.073999999,439408.778 467120.282,439382.865 467119.308,439375.55 467116.988,439372.069 467113.947000001,439376.264 467110.566,439420.365 467074.677999999,439456.278 467030.085000001,439463.76 467013.924000001,439465.928 466999.647,439468.19 466994.255000001,439476.192 466991.994000001,439496.892 466989.905999999,439517.94 466986.948999999,439539.336 466983.818,439558.334 466981.601,439598.737 466976.214,439625.849 466974.982000001,439640.228 466975.642000001,439650.395 466976.961999999,439665.451 466979.991,439678.109 466982.9,439694.882 466988.823999999,439704.719 466993.516000001,439709.954 466995.995999999,439720.425 467003.710999999,439733.238 467010.323999999,439751.149 467017.902000001,439760.518 467021.209000001,439775.812 467028.649,439781.736 467034.710999999,439799.096 467045.044,439808.189 467051.795,439812.185 467054.0,439816.318 467057.720000001,439819.074 467058.546,439823.62 467062.955,439826.789 467065.16,439831.198 467069.982000001,439841.669 467078.937000001,439848.007 467082.657,439857.513 467092.301999999,439861.233 467098.226,439864.584 467098.903000001,439866.055 467095.884,439867.846 467084.585999999,439875.149 467062.679,439876.664 467061.439999999,439876.065 467056.143999999,439876.065 467050.601,439876.802 467042.84,439879.144 467031.955,439884.38 467012.253,439888.338 466996.361,439895.069 466969.835000001,439900.637 466949.564999999,439908.53 466919.555,439937.452 466931.674000001,439971.107 466944.057,440329.912 467065.312999999,440279.559 467450.311000001)))",1000003,Battle of Boroughbridge 1322,1995/06/06 00:00:00+00,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1000003,28.3640312354736,SE 39851 67186,439851,467186
