SBI,SCHEME,ORD_SURVEY,NG_NUMBER,AGREEMENT_REF,OPTION_CODE,OPTION_START_DATE,OPTION_END_DATE,OPTION_QUANTITY,UNIT_OF_MEASURE
107002190,CS,SD5862,8087,1652005,SP6,1/1/24 0:00,12/31/28 0:00,4.4591,Hectares
200424095,SFI23,SD7187,6184,1676309,MOR1,12/1/23 0:00,11/30/26 0:00,3.4112,Hectares
200725976,SFI23,NY3722,4482,1712005,MOR1,4/1/24 0:00,3/31/27 0:00,21.168,Hectares
118719326,SFI23,SK0297,5854,1701809,MOR1,5/1/24 0:00,4/30/27 0:00,0.6911,Hectares
106464379,CS,SD4592,948,1714465,BN12,4/1/24 0:00,3/31/27 0:00,100,Metres
106292097,SFI23,NT9016,6987,1741145,MOR1,5/1/24 0:00,4/30/27 0:00,186.5386,Hectares
106770508,SFI Expanded Offer,SE1205,2241,1956820,BND1,2/1/25 0:00,1/31/28 0:00,290,Metres
106770508,SFI Expanded Offer,SE1105,9736,1956820,UPL3,2/1/25 0:00,1/31/28 0:00,0.5852,Hectares
107243614,SFI Expanded Offer,NY7103,7639,1946400,UPL8,1/1/25 0:00,12/31/27 0:00,1.1484,Hectares
106296912,SFI Expanded Offer,SK0190,4192,1948270,BND1,1/1/25 0:00,12/31/27 0:00,120,Metres
106798759,SFI Expanded Offer,SE1006,2881,1939789,CMOR1,4/1/25 0:00,3/31/28 0:00,0.8206,Hectares
106798759,SFI Expanded Offer,SE1006,2962,1939789,BND1,4/1/25 0:00,3/31/28 0:00,329,Metres
200440541,SFI Expanded Offer,SD6919,68,1958960,CMOR1,1/1/25 0:00,12/31/27 0:00,0.8617,Hectares
106545684,SFI Expanded Offer,SE0565,838,1936274,UPL3,1/1/25 0:00,12/31/27 0:00,10.0933,Hectares
115754313,SFI Expanded Offer,SD5448,5623,1981608,BND1,3/1/25 0:00,2/29/28 0:00,620,Metres
200684897,SFI Expanded Offer,NY5945,8746,1929705,CMOR1,3/1/25 0:00,2/29/28 0:00,37.1343,Hectares
200891887,SFI Expanded Offer,SD8925,750,2017819,CMOR1,5/1/25 0:00,4/30/28 0:00,6.1834,Hectares
106509189,SFI Expanded Offer,SD7925,7454,2182659,CMOR1,10/1/25 0:00,9/30/28 0:00,11.4407,Hectares
106672543,CS,NY9926,7812,624186,UP3,1/1/19 0:00,12/31/28 0:00,38.1837,Hectares
106801435,CS,SE0034,2281,628705,UP3,1/1/19 0:00,12/31/28 0:00,6.7489,Hectares
121868835,CS,SD9025,5215,1269412,UP1,1/1/22 0:00,12/31/26 0:00,0.311,Hectares
106474952,CS,NY7406,5269,1437619,UP3,1/1/23 0:00,12/31/32 0:00,11.2223,Hectares
106452558,CS,SD6350,6541,1455897,UP6,1/1/23 0:00,12/31/27 0:00,3.3466,Hectares
106310339,CS,SD7058,1857,1452775,UP6,1/1/23 0:00,12/31/27 0:00,22.3356,Hectares
106310339,CS,SD7057,1261,1452775,SP6,1/1/23 0:00,12/31/27 0:00,74.4076,Hectares
121428499,CS,SD6353,6608,1455034,UP3,1/1/23 0:00,12/31/32 0:00,59.3596,Hectares
106573166,CS,SE1004,2650,1462727,UP6,1/1/23 0:00,12/31/27 0:00,0.4385,Hectares
200241697,CS,NT8412,2102,1461829,WD8,1/1/22 0:00,12/31/26 0:00,3.02,Hectares
200241697,CS,NT8313,760,1461829,WD8,1/1/22 0:00,12/31/26 0:00,29,Hectares
106438183,CS,NY5136,7098,1551709,SP6,1/1/24 0:00,12/31/28 0:00,8.9376,Hectares
106533919,CS,SE0775,9101,1448949,UP2,1/1/23 0:00,12/31/27 0:00,2.4381,Hectares
200725976,CS,NY3722,4482,1607407,UP3,1/1/24 0:00,12/31/33 0:00,17.027,Hectares
200725976,CS,NY3722,4482,1607407,WD8,1/1/24 0:00,12/31/28 0:00,4.01,Hectares
106204421,CS,SD5361,6352,1626247,UP3,1/1/24 0:00,12/31/33 0:00,0.3575,Hectares
122400320,CS,NY6648,5983,1638821,UP6,1/1/24 0:00,12/31/28 0:00,46.7361,Hectares
106323049,CS,SD7158,2295,1633345,GS1,1/1/24 0:00,12/31/28 0:00,0.5,Hectares
200778286,CS,SD9419,512,1643273,SP6,1/1/24 0:00,12/31/28 0:00,4.4267,Hectares
106268747,SFI23,NT8713,3226,1662236,MOR1,12/1/23 0:00,11/30/26 0:00,17.1041,Hectares
107070945,SFI23,SE1801,5446,1665833,MOR1,2/1/24 0:00,1/31/27 0:00,1.8321,Hectares
106250996,CS,NY3924,2618,1517828,FG2,1/1/24 0:00,12/31/26 0:00,83,Metres
106801435,CS,SE0034,9227,1644545,UP1,1/1/24 0:00,12/31/28 0:00,0.2826,Hectares
111996463,SFI23,SD5998,7832,1663565,MOR1,12/1/23 0:00,11/30/26 0:00,14.3668,Hectares
106631996,SFI23,SE0909,900,1702466,MOR1,3/1/24 0:00,2/28/27 0:00,15.639,Hectares
200868230,CS,SD8824,2482,1663869,FG2,1/1/24 0:00,12/31/26 0:00,700,Metres
106801435,SFI23,SE0034,7312,1799420,MOR1,7/1/24 0:00,6/30/27 0:00,5.5126,Hectares
106388742,SFI Expanded Offer,SK0260,4211,1894745,UPL7,10/1/24 0:00,9/30/27 0:00,13.1187,Hectares
106770508,SFI Expanded Offer,SE1205,1039,1956820,BND1,2/1/25 0:00,1/31/28 0:00,140,Metres
106770508,SFI Expanded Offer,SE1205,437,1956820,UPL3,2/1/25 0:00,1/31/28 0:00,0.6047,Hectares
106468590,SFI Expanded Offer,NY7600,2636,1956751,CMOR1,2/1/25 0:00,1/31/28 0:00,55.5988,Hectares
107646713,SFI Expanded Offer,SE0417,3313,1948084,BND1,2/1/25 0:00,1/31/28 0:00,211,Metres
106498687,SFI Expanded Offer,SD7322,9581,1978163,UPL7,4/1/25 0:00,3/31/28 0:00,0.4608,Hectares
106461640,SFI Expanded Offer,NY8955,3810,1980269,BND1,3/1/25 0:00,2/29/28 0:00,510,Metres
200404934,SFI Expanded Offer,SD8643,7594,1983188,UPL7,2/1/25 0:00,1/31/28 0:00,2.5824,Hectares
122352139,SFI Expanded Offer,SD9125,4299,1987010,UPL10,2/1/25 0:00,1/31/28 0:00,0.1661,Hectares
106326758,SFI Expanded Offer,SD5853,6222,1970215,CMOR1,1/1/25 0:00,12/31/27 0:00,4.2954,Hectares
106326758,SFI Expanded Offer,SD6052,8856,1970215,CMOR1,1/1/25 0:00,12/31/27 0:00,442.2076,Hectares
106549611,SFI Expanded Offer,NZ0634,3606,1960812,CMOR1,2/1/25 0:00,1/31/28 0:00,22.8879,Hectares
107179013,CS,SD6659,2880,2000426,UP3,1/1/25 0:00,12/31/34 0:00,232.1803,Hectares
200891887,SFI Expanded Offer,SD8825,9756,2017819,UPL6,5/1/25 0:00,4/30/28 0:00,3.3204,Hectares
106509189,SFI Expanded Offer,SD7925,9555,2182659,UPL8,10/1/25 0:00,9/30/28 0:00,12.2546,Hectares
200404934,CS,SD8644,2682,1060828,UP1,1/1/21 0:00,12/31/25 0:00,18.7175,Hectares
106809466,CS,NY8432,8990,993999,UP3,1/1/21 0:00,12/31/30 0:00,756.5676,Hectares
108233237,CS,SD9023,261,1262985,SP6,1/1/22 0:00,12/31/26 0:00,5.7911,Hectares
200498005,CS,SD7396,7247,1273502,SP6,1/1/22 0:00,12/31/26 0:00,11.5143,Hectares
107089274,CS,NY7943,5075,1422600,UP3,1/1/23 0:00,12/31/32 0:00,65.7237,Hectares
107161433,CS,SD6159,3880,1423344,UP5,1/1/23 0:00,12/31/27 0:00,4.1315,Hectares
106451432,CS,NY6148,4045,1450878,UP3,1/1/23 0:00,12/31/32 0:00,11,Hectares
106509964,CS,SE0260,6564,1462251,UP2,1/1/23 0:00,12/31/27 0:00,6.0019,Hectares
107658024,CS,NY6967,4455,1536120,SP2,1/1/24 0:00,12/31/28 0:00,6.542,Hectares
113796535,CS,NT9032,577,1618593,FG12,1/1/24 0:00,12/31/26 0:00,4,Units
112179718,CS,NY6770,3806,1629259,UP6,1/1/24 0:00,12/31/28 0:00,27.4535,Hectares
106311944,CS,NY6944,7345,1629481,BN14,1/1/24 0:00,12/31/26 0:00,55,Metres
106311352,CS,NT8603,3940,1638195,UP3,1/1/24 0:00,12/31/33 0:00,35.3,Hectares
120583203,CS,SD7694,7837,1647082,SP6,1/1/24 0:00,12/31/28 0:00,2.3562,Hectares
107002145,CS,NY4800,2286,1642072,UP1,1/1/24 0:00,12/31/28 0:00,18.2512,Hectares
106996009,CS,NY1105,3666,1633202,WD9,1/1/24 0:00,12/31/28 0:00,0.4635,Hectares
106268747,SFI23,NT8814,6714,1662236,MOR1,12/1/23 0:00,11/30/26 0:00,171.5458,Hectares
106778436,CS,SD9661,5035,1652429,SP6,1/1/24 0:00,12/31/28 0:00,23.7466,Hectares
107589291,CS,NY9245,2578,1650215,FG2,10/1/23 0:00,9/30/26 0:00,2125,Metres
106770508,SFI23,SE1205,1648,1665214,MOR1,3/1/24 0:00,2/28/27 0:00,0.5873,Hectares
106438183,SFI23,NY5136,7098,1689091,MOR1,9/1/24 0:00,8/31/27 0:00,8.9376,Hectares
106717078,CS,SD8177,4143,1709766,FG2,4/1/24 0:00,3/31/27 0:00,1450,Metres
106801435,SFI23,SE0134,7201,1799420,MOR1,7/1/24 0:00,6/30/27 0:00,1.6702,Hectares
106801435,SFI23,SE0034,7686,1799420,MOR1,7/1/24 0:00,6/30/27 0:00,1.7989,Hectares
106200859,SFI23,SD6162,6786,1797398,MOR1,7/1/24 0:00,6/30/27 0:00,17.3407,Hectares
120797450,SFI Expanded Offer,SD7925,8121,1958740,UPL2,1/1/25 0:00,12/31/27 0:00,2.7333,Hectares
106770508,SFI Expanded Offer,SE1604,6822,1956820,UPL3,2/1/25 0:00,1/31/28 0:00,4.1185,Hectares
106770508,SFI Expanded Offer,SE1205,828,1956820,UPL10,2/1/25 0:00,1/31/28 0:00,0.8341,Hectares
106311352,SFI Expanded Offer,NT8604,8405,1952863,CMOR1,12/1/24 0:00,11/30/27 0:00,609.9698,Hectares
106798759,SFI Expanded Offer,SE0904,6083,1939789,CMOR1,4/1/25 0:00,3/31/28 0:00,10.1273,Hectares
106798759,SFI Expanded Offer,SE1006,2962,1939789,CMOR1,4/1/25 0:00,3/31/28 0:00,0.6205,Hectares
200556266,SFI Expanded Offer,NY1222,8287,1993344,UPL2,3/1/25 0:00,2/29/28 0:00,11.6142,Hectares
106759605,SFI Expanded Offer,NY9441,8553,1962833,BND1,2/1/25 0:00,1/31/28 0:00,196,Metres
106759605,SFI Expanded Offer,NY9441,8553,1962833,UPL7,2/1/25 0:00,1/31/28 0:00,2.4781,Hectares
106308119,SFI Expanded Offer,SK2081,828,1959883,CMOR1,3/1/25 0:00,2/29/28 0:00,6.2011,Hectares
200022146,SFI Expanded Offer,SD7385,272,2006333,CMOR1,4/1/25 0:00,3/31/28 0:00,3.0942,Hectares
106320912,SFI Expanded Offer,SD8828,5544,1998537,UPL7,3/1/25 0:00,2/29/28 0:00,6.3369,Hectares
107215200,SFI Expanded Offer,SD7425,4111,2176425,UPL7,11/1/25 0:00,10/31/28 0:00,6.8804,Hectares
106502024,SFI Expanded Offer,NY1323,8912,2010146,UPL7,5/1/25 0:00,4/30/28 0:00,27.1402,Hectares
106801435,CS,SE0034,7686,628705,UP3,1/1/19 0:00,12/31/28 0:00,1.7988,Hectares
106505403,CS,SD7347,6414,990435,UP6,1/1/21 0:00,12/31/25 0:00,6.0405,Hectares
106540963,CS,NZ7205,4335,1067576,OT6,1/1/21 0:00,12/31/25 0:00,3.9161,Hectares
200131978,CS,SX5373,8851,1232559,SP1,1/1/22 0:00,12/31/26 0:00,4.05,Hectares
108233237,CS,SD9520,2642,1262985,UP1,1/1/22 0:00,12/31/26 0:00,0.488,Hectares
108233237,CS,SD9520,3453,1262985,UP2,1/1/22 0:00,12/31/26 0:00,2.2993,Hectares
107161433,CS,SD6159,3880,1423344,UP3,1/1/23 0:00,12/31/32 0:00,649.9361,Hectares
106474952,CS,NY7406,5269,1437619,UP6,1/1/23 0:00,12/31/27 0:00,11.2223,Hectares
200619751,CS,SD2292,9754,1458412,WD7,1/1/23 0:00,12/31/27 0:00,1.4781,Hectares
121428499,CS,SD6252,6685,1455034,UP3,1/1/23 0:00,12/31/32 0:00,18.1473,Hectares
106451432,CS,NY6048,6572,1450878,WD8,1/1/23 0:00,12/31/27 0:00,2.41,Hectares
106511194,CS,SE0415,1905,1453691,UP2,1/1/23 0:00,12/31/27 0:00,2.7091,Hectares
111996463,CS,SD5998,7832,1456181,WD7,1/1/23 0:00,12/31/27 0:00,1.2,Hectares
106549611,CS,NZ0233,355,1460858,UP3,1/1/23 0:00,12/31/32 0:00,0.5091,Hectares
106283041,CS,SK1460,3686,1468846,SP3,1/1/23 0:00,12/31/27 0:00,2.4789,Hectares
106777015,CS,SD8460,845,1614337,SP6,1/1/24 0:00,12/31/28 0:00,10.38,Hectares
106311944,CS,NY6844,8166,1629481,SP5,1/1/24 0:00,12/31/28 0:00,101.2215,Hectares
106311944,CS,NY6944,7345,1629481,UP2,1/1/24 0:00,12/31/28 0:00,24.1,Hectares
106311944,CS,NY6843,9738,1629481,BN14,1/1/24 0:00,12/31/26 0:00,40,Metres
106317109,CS,NY7549,2193,1639009,UP3,1/1/24 0:00,12/31/33 0:00,115.1523,Hectares
106323049,CS,SD7158,9654,1633345,GS1,1/1/24 0:00,12/31/28 0:00,0.1158,Hectares
106323049,CS,SD7156,7915,1633345,UP1,1/1/24 0:00,12/31/28 0:00,12.5613,Hectares
107252284,CS,NY7702,7015,1643093,WD9,1/1/24 0:00,12/31/28 0:00,0.6508,Hectares
106626626,SFI23,SD9722,4295,1658241,MOR1,12/1/23 0:00,11/30/26 0:00,0.9399,Hectares
106399687,CS,SD8214,6142,1639985,UP1,1/1/24 0:00,12/31/28 0:00,1.5244,Hectares
106770508,SFI23,SE1604,4146,1665214,MOR1,3/1/24 0:00,2/28/27 0:00,5.9716,Hectares
106770508,SFI23,SE1300,8646,1665214,MOR1,3/1/24 0:00,2/28/27 0:00,14.0176,Hectares
111050507,SFI23,NY6550,6410,1677303,MOR1,1/1/24 0:00,12/31/26 0:00,32.9112,Hectares
106770597,SFI23,SE9296,8650,1692868,MOR1,5/1/24 0:00,4/30/27 0:00,5.2087,Hectares
106778436,SFI23,SD9661,4874,1693153,MOR1,6/1/24 0:00,5/31/27 0:00,4.3572,Hectares
106416520,SFI Expanded Offer,SK0374,7478,1933988,UPL10,11/1/24 0:00,10/31/27 0:00,0.3079,Hectares
106798759,SFI Expanded Offer,SE1006,3493,1939789,UPL8,4/1/25 0:00,3/31/28 0:00,0.3579,Hectares
106798759,SFI Expanded Offer,SE1006,4495,1939789,CMOR1,4/1/25 0:00,3/31/28 0:00,0.4116,Hectares
106798759,SFI Expanded Offer,SE0904,9395,1939789,SPM5,4/1/25 0:00,3/31/28 0:00,8.0958,Hectares
106798759,SFI Expanded Offer,SE1006,5392,1939789,CMOR1,4/1/25 0:00,3/31/28 0:00,0.5402,Hectares
107646713,SFI Expanded Offer,SD9510,5379,1948084,CHRW1,2/1/25 0:00,1/31/28 0:00,70,Metres
107646713,SFI Expanded Offer,SE0417,3313,1948084,UPL9,2/1/25 0:00,1/31/28 0:00,0.2746,Hectares
107646713,SFI Expanded Offer,SE0417,3106,1948084,BND1,2/1/25 0:00,1/31/28 0:00,310,Metres
106408735,SFI Expanded Offer,SD9511,1657,1804561,BND1,2/1/25 0:00,1/31/28 0:00,370,Metres
106326758,SFI Expanded Offer,SD6054,7835,1970215,CMOR1,1/1/25 0:00,12/31/27 0:00,0.3709,Hectares
106221876,SFI Expanded Offer,SD5350,4626,1969890,CMOR1,1/1/25 0:00,12/31/27 0:00,178.6541,Hectares
106409224,SFI Expanded Offer,SD8628,6333,1947786,UPL7,3/1/25 0:00,2/29/28 0:00,15.9365,Hectares
106409224,SFI Expanded Offer,SD8628,1015,1947786,BND1,3/1/25 0:00,2/29/28 0:00,170,Metres
106409224,SFI Expanded Offer,SD8627,4775,1947786,UPL2,3/1/25 0:00,2/29/28 0:00,0.4039,Hectares
107608524,CS,SD6461,4404,2002570,UP5,1/1/25 0:00,12/31/29 0:00,2.19,Hectares
107249131,CS,SD9263,6131,1914939,BN12,5/1/25 0:00,4/30/28 0:00,175,Metres
106499542,SFI Expanded Offer,NY7547,348,2190416,UPL1,10/1/25 0:00,9/30/28 0:00,2.6889,Hectares
107284475,CS,SE0414,8261,2181745,BN14,11/1/25 0:00,10/31/28 0:00,100,Metres
106540963,CS,NZ7205,5326,816068,WD1,1/1/20 0:00,12/31/29 0:00,3.95,Hectares
106505403,CS,SD7247,5143,990435,SP8,1/1/21 0:00,12/31/25 0:00,25.4959,Hectares
106505403,CS,SD7247,8712,990435,UP3,1/1/21 0:00,12/31/30 0:00,5.3892,Hectares
106505403,CS,SD7348,239,990435,SP8,1/1/21 0:00,12/31/25 0:00,0.6177,Hectares
106200859,CS,SD6162,6786,1261624,UP2,1/1/22 0:00,12/31/26 0:00,17.0236,Hectares
106247455,CS,NY7250,6350,1425321,SP8,1/1/23 0:00,12/31/27 0:00,41.8459,Hectares
107264972,CS,NY6952,7724,1454485,WD7,1/1/23 0:00,12/31/27 0:00,0.3,Hectares
121428499,CS,SD6252,6685,1455034,UP6,1/1/23 0:00,12/31/27 0:00,18.1473,Hectares
106745937,CS,SD9741,9682,1459141,UP2,1/1/23 0:00,12/31/27 0:00,2.0042,Hectares
106549611,CS,NZ0234,4414,1460858,UP3,1/1/23 0:00,12/31/32 0:00,0.1894,Hectares
106777015,CS,SD8360,7608,1614337,SP8,1/1/24 0:00,12/31/28 0:00,10.3,Hectares
117629893,CS,NY5236,7756,1634465,LH1,1/1/24 0:00,12/31/28 0:00,26.5731,Hectares
106492408,CS,NY8612,8252,1638651,BN12,1/1/24 0:00,12/31/26 0:00,50,Metres
106296730,CS,SD8225,3870,1641222,GS16,1/1/24 0:00,12/31/26 0:00,4.434,Hectares
106399687,CS,SD8214,6142,1639985,OT6,1/1/24 0:00,12/31/28 0:00,1.501,Hectares
107179013,SFI23,SD6559,672,1692644,MOR1,2/1/24 0:00,1/31/27 0:00,0.5578,Hectares
106474952,SFI23,NY7406,5269,1744644,MOR1,6/1/24 0:00,5/31/27 0:00,11.2223,Hectares
106801435,SFI23,SE0034,6840,1799420,MOR1,7/1/24 0:00,6/30/27 0:00,8.4681,Hectares
106340518,SFI Expanded Offer,SD6146,4961,1933776,CMOR1,1/1/25 0:00,12/31/27 0:00,145.4683,Hectares
106770508,SFI Expanded Offer,SE1603,8094,1956820,UPL3,2/1/25 0:00,1/31/28 0:00,11.5797,Hectares
106723851,SFI Expanded Offer,SE0182,2906,1962543,BND1,1/1/25 0:00,12/31/27 0:00,1228,Metres
106798759,SFI Expanded Offer,SE0905,5704,1939789,SPM5,4/1/25 0:00,3/31/28 0:00,4.8829,Hectares
106482246,SFI Expanded Offer,NY6828,5323,1946505,CMOR1,12/1/24 0:00,11/30/27 0:00,35.0302,Hectares
107646713,SFI Expanded Offer,SE0417,3313,1948084,UPL1,2/1/25 0:00,1/31/28 0:00,0.2746,Hectares
107646713,SFI Expanded Offer,SD9510,468,1948084,BND1,2/1/25 0:00,1/31/28 0:00,543,Metres
106311944,SFI Expanded Offer,NY6844,8166,1935072,CMOR1,2/1/25 0:00,1/31/28 0:00,101.2215,Hectares
106311944,SFI Expanded Offer,NY6943,1901,1935072,HEF2,2/1/25 0:00,1/31/28 0:00,0.0037,Hectares
107198210,SFI Expanded Offer,NY7406,3742,1982485,BND1,3/1/25 0:00,2/29/28 0:00,720,Metres
115606530,SFI Expanded Offer,SD6086,3309,1976660,BND1,2/1/25 0:00,1/31/28 0:00,380,Metres
200404934,SFI Expanded Offer,SD8644,2143,1983188,UPL7,2/1/25 0:00,1/31/28 0:00,16.7128,Hectares
106326758,SFI Expanded Offer,SD5954,6662,1970215,CMOR1,1/1/25 0:00,12/31/27 0:00,7.7969,Hectares
200941193,SFI Expanded Offer,NY8098,9060,1995913,UPL10,3/1/25 0:00,2/29/28 0:00,38.1948,Hectares
107249131,CS,SD9263,6131,1914939,BN14,5/1/25 0:00,4/30/28 0:00,35,Metres
106762757,CS,NY8936,5050,1779216,BN12,5/1/25 0:00,4/30/28 0:00,417,Metres
106499542,SFI Expanded Offer,NY7645,6487,2190416,BND1,10/1/25 0:00,9/30/28 0:00,170,Metres
200891887,SFI Expanded Offer,SD8926,2842,2017819,UPL6,5/1/25 0:00,4/30/28 0:00,1.5074,Hectares
200891887,SFI Expanded Offer,SD8825,7330,2017819,UPL6,5/1/25 0:00,4/30/28 0:00,0.6329,Hectares
201032505,SFI Expanded Offer,SD9361,2020,2179166,UPL8,10/1/25 0:00,9/30/28 0:00,23.8871,Hectares
106760937,SFI Expanded Offer,SE0773,9403,2007858,SPM5,4/1/25 0:00,3/31/28 0:00,5.1363,Hectares
200404934,CS,SD8644,6818,1060828,UP1,1/1/21 0:00,12/31/25 0:00,8.1773,Hectares
106436671,CS,NY8510,6897,997157,UP2,1/1/21 0:00,12/31/25 0:00,27.2075,Hectares
106247455,CS,NY7250,9320,1425321,WD12,1/1/23 0:00,12/31/32 0:00,17.5463,Hectares
106310339,CS,SD7058,1857,1452775,UP3,1/1/23 0:00,12/31/32 0:00,22.3356,Hectares
106310339,CS,SD7057,7514,1452775,UP6,1/1/23 0:00,12/31/27 0:00,17.5233,Hectares
107264972,CS,NY6852,5103,1454485,GS13,1/1/23 0:00,12/31/27 0:00,20.16,Hectares
107658024,CS,NY6968,9920,1536120,FG12,1/1/24 0:00,12/31/26 0:00,2,Units
106311944,CS,NY6842,4399,1629481,FG2,1/1/24 0:00,12/31/26 0:00,700,Metres
106482576,CS,SD4295,2505,1635350,GS13,1/1/24 0:00,12/31/28 0:00,49.1733,Hectares
106317109,CS,NY7550,3269,1639009,UP3,1/1/24 0:00,12/31/33 0:00,88.3388,Hectares
120583203,CS,SD7794,755,1647082,UP1,1/1/24 0:00,12/31/28 0:00,0.1311,Hectares
106757523,CS,SD9981,6284,1648487,UP2,1/1/24 0:00,12/31/28 0:00,20.2003,Hectares
200778286,CS,SD9319,8528,1643273,WN6B,1/1/24 0:00,12/31/26 0:00,0.005,Hectares
200778286,CS,SD9419,512,1643273,GS16,1/1/24 0:00,12/31/26 0:00,4.4267,Hectares
106177532,CS,NY6961,8639,1647347,UP2,1/1/24 0:00,12/31/28 0:00,8.0365,Hectares
106770508,SFI23,SE1105,9736,1665214,MOR1,3/1/24 0:00,2/28/27 0:00,0.5852,Hectares
106242245,SFI23,SD8227,6305,1690184,MOR1,4/1/24 0:00,3/31/27 0:00,2.6928,Hectares
120583203,SFI23,SD7694,7837,1703198,MOR1,4/1/24 0:00,3/31/27 0:00,2.3562,Hectares
118719326,SFI23,SK0297,3948,1701809,MOR1,5/1/24 0:00,4/30/27 0:00,0.0266,Hectares
106770597,SFI23,SE9397,3684,1692868,MOR1,5/1/24 0:00,4/30/27 0:00,2.235,Hectares
106292097,SFI23,NT9116,4688,1741145,MOR1,5/1/24 0:00,4/30/27 0:00,0.0371,Hectares
106296729,CS,NY7685,6222,1713288,BN12,6/1/24 0:00,5/31/27 0:00,41,Metres
200424095,SFI Expanded Offer,SD7187,6184,1961400,UPL1,1/1/25 0:00,12/31/27 0:00,3.4112,Hectares
106798759,SFI Expanded Offer,SE0905,6424,1939789,UPL8,4/1/25 0:00,3/31/28 0:00,0.7329,Hectares
106798759,SFI Expanded Offer,SE0905,7236,1939789,SPM5,4/1/25 0:00,3/31/28 0:00,1.7856,Hectares
106311944,SFI Expanded Offer,NY6843,9738,1935072,CMOR1,2/1/25 0:00,1/31/28 0:00,17.746,Hectares
106542807,SFI Expanded Offer,SE0251,9911,1984154,UPL2,3/1/25 0:00,2/29/28 0:00,2.9344,Hectares
106550524,SFI Expanded Offer,SE1479,2090,1980345,CMOR1,2/1/25 0:00,1/31/28 0:00,11.0797,Hectares
106409224,SFI Expanded Offer,SD8628,1015,1947786,UPL2,3/1/25 0:00,2/29/28 0:00,14.3199,Hectares
106308119,SFI Expanded Offer,SK1981,6911,1959883,BND1,3/1/25 0:00,2/29/28 0:00,498,Metres
106452558,SFI Expanded Offer,SD6351,303,1988969,BND1,6/1/25 0:00,5/31/28 0:00,680,Metres
200540702,SFI Expanded Offer,SD7869,4075,1994763,UPL1,4/1/25 0:00,3/31/28 0:00,1.5367,Hectares
118508800,SFI Expanded Offer,SE0122,9285,2001498,UPL1,3/1/25 0:00,2/29/28 0:00,3.4546,Hectares
107215200,SFI Expanded Offer,SD7424,4981,2176425,UPL7,11/1/25 0:00,10/31/28 0:00,6.5376,Hectares
106759616,CS,NY8437,5170,117119,UP3,1/1/16 0:00,12/31/25 0:00,42.8326,Hectares
106540963,CS,NZ7205,3417,816068,WD1,1/1/20 0:00,12/31/29 0:00,1.15,Hectares
106247455,CS,NY7250,6350,1425321,UP3,1/1/23 0:00,12/31/32 0:00,31.8459,Hectares
200726001,CS,NY5981,1010,1425225,UP6,1/1/23 0:00,12/31/27 0:00,242.187,Hectares
106452558,CS,SD6350,6541,1455897,UP3,1/1/23 0:00,12/31/32 0:00,3.3466,Hectares
106452558,CS,SD6250,320,1455897,UP6,1/1/23 0:00,12/31/27 0:00,1.5007,Hectares
121428499,CS,SD6252,5174,1455034,UP6,1/1/23 0:00,12/31/27 0:00,12.2583,Hectares
200683998,CS,SD5762,4675,1456925,UP2,1/1/23 0:00,12/31/27 0:00,21.9732,Hectares
106438183,CS,NY5136,6934,1551709,SP6,1/1/24 0:00,12/31/28 0:00,54.4871,Hectares
107658024,CS,NY7068,1361,1536120,GS13,1/1/24 0:00,12/31/28 0:00,13.3614,Hectares
106311944,CS,NY6844,8166,1629481,UP6,1/1/24 0:00,12/31/28 0:00,30.3664,Hectares
106251704,CS,NY8006,2955,1635893,WD8,1/1/24 0:00,12/31/28 0:00,0.9547,Hectares
200778286,CS,SD9419,512,1643273,FG2,1/1/24 0:00,12/31/26 0:00,285,Metres
122310753,CS,SD8886,4836,1648360,UP2,1/1/24 0:00,12/31/28 0:00,25.872,Hectares
107002145,CS,NY4701,9212,1642072,UP1,1/1/24 0:00,12/31/28 0:00,15.4662,Hectares
106626626,SFI23,SD9823,9640,1658241,MOR1,12/1/23 0:00,11/30/26 0:00,1.1692,Hectares
107349347,SFI23,SE0564,7302,1677707,MOR1,12/1/23 0:00,11/30/26 0:00,1.0728,Hectares
106505403,SFI23,SD7348,239,1668305,MOR1,1/1/24 0:00,12/31/26 0:00,0.6177,Hectares
106631996,SFI23,SE0808,7674,1702466,MOR1,3/1/24 0:00,2/28/27 0:00,0.1033,Hectares
106770597,SFI23,SE9396,2020,1692868,MOR1,5/1/24 0:00,4/30/27 0:00,1.2093,Hectares
106388218,SFI23,SJ9769,7653,1793895,MOR1,7/1/24 0:00,6/30/27 0:00,13.3551,Hectares
117629893,SFI Expanded Offer,NY5237,5206,1961493,BND1,5/1/25 0:00,4/30/28 0:00,790,Metres
107243614,SFI Expanded Offer,NY7101,5295,1946400,BND1,1/1/25 0:00,12/31/27 0:00,830,Metres
200424095,SFI Expanded Offer,SD7282,1028,1961400,UPL10,1/1/25 0:00,12/31/27 0:00,14.0465,Hectares
107646713,SFI Expanded Offer,SE0417,3902,1948084,BND1,2/1/25 0:00,1/31/28 0:00,200,Metres
106550524,SFI Expanded Offer,SE1479,2090,1980345,BND1,2/1/25 0:00,1/31/28 0:00,686,Metres
106549611,SFI Expanded Offer,NZ0634,1244,1960812,BND1,2/1/25 0:00,1/31/28 0:00,1118,Metres
200684897,SFI Expanded Offer,NY5945,8746,1929705,UPL3,3/1/25 0:00,2/29/28 0:00,37.1343,Hectares
