geom,ID,SHEET_ID,PARCEL_ID,VALID_FROM,VALID_TO,GEOM_AREA_SQM,VERIFIED_ON,VERIFICATION_TYPE,CREATED_ON,CREATED_BY,VALIDATED,CENTROID_X,CENTROID_Y,LAST_REFRESH_DATE
"POLYGON ((383434.5873 444097.0752,383433.4298 444096.3301,383420.9099 444088.9099,383403.6697 444077.4399,383390.8198 444069.1699,383385.3097 444065.5201,383384.1497 444064.9801,383383.2698 444064.7901,383378.7698 444065.29,383376.3799 444065.3701,383374.7997 444064.94,383367.3999 444060.98,383356.2999 444054.3199,383354.3297 444053.09,383353.6897 444052.5714,383353.5397 444052.4499,383352.8297 444051.7299,383351.7298 444050.11,383351.1898 444049.0699,383351.0201 444048.6399,383350.7597 444047.9799,383350.5726 444046.9749,383350.2999 444045.5099,383350.115 444043.7546,383350.0798 444043.4202,383350.0546 444043.1054,383349.9099 444041.3001,383349.78 444041.1699,383344.9759 444038.014,383342.8998 444036.6501,383334.5797 444031.0001,383320.7197 444021.35,383312.1098 444014.9299,383305.9198 444009.51,383298.7497 444002.76,383298.667 444002.7139,383298.4359 444002.5849,383298.4219 444002.577,383297.6218 444002.1301,383296.1898 444001.3301,383294.4397 444000.0001,383291.4798 443997.7601,383288.6698 443995.45,383285.7199 443993.75,383284.1097 443993.2701,383287.4498 443974.76,383290.3498 443973.19,383291.7998 443972.03,383292.9398 443969.5,383293.178 443966.058,383292.0348 443965.9664,383292.0895 443965.6656,383292.3356 443965.0367,383292.7184 443963.6969,383293.0192 443962.8492,383293.484 443961.8922,383294.359 443961.2359,383294.9606 443960.525,383295.5348 443959.9508,383296.2457 443959.3219,383297.777 443958.4469,383297.5598 443957.55,383297.0598 443954.71,383297.0698 443954.69,383300.3198 443950.65,383301.1198 443948.87,383302.3698 443946.1,383302.8498 443945.03,383303.0398 443944.81,383304.4398 443943.16,383308.7898 443942.39,383310.2198 443941.8,383311.9998 443940.46,383322.2598 443930.82,383332.1698 443921.85,383346.5898 443908.69,383359.0698 443897.93,383363.6898 443893.83,383373.4398 443885.04,383374.7398 443883.34,383375.5698 443880.24,383375.3198 443877.97,383374.1798 443872.4,383382.1098 443865.02,383392.2498 443854.87,383401.4798 443844.98,383409.9098 443835.92,383415.9598 443828.24,383419.3898 443824,383422.2498 443821.38,383424.7198 443816.88,383432.8898 443804.81,383440.3098 443791.69,383445.1498 443783.14,383450.7398 443773.27,383463.7998 443750,383471.4998 443736,383476.4998 443725.9,383478.2998 443721.2,383482.0998 443708.8,383486.7998 443689.8,383487.1998 443687.7,383489.4998 443672.8,383492.5998 443650.7,383495.0998 443631,383496.2998 443620.6,383502.2498 443619.81,383504.5998 443619.5,383505.9998 443606.7,383507.0998 443595.8,383507.0998 443595.1,383507.1998 443594.4,383507.3998 443593.8,383507.4998 443593.3,383507.6998 443592.9,383507.9998 443592.5,383508.1998 443591.6,383509.0498 443588.68,383512.6898 443578.1,383515.8298 443569.09,383519.9998 443553.65,383523.4098 443541.86,383526.6898 443527.98,383530.7098 443512.74,383533.4398 443504.9,383543.3098 443492.53,383581.3998 443514.6,383645.0998 443552.6,383706.8298 443590.81,383713.2498 443593.82,383705.9298 443616.56,383703.7398 443623.97,383701.6298 443631.4,383699.6798 443638.88,383695.8298 443655.16,383694.5198 443660.4,383693.2098 443665.65,383692.6198 443668.26,383692.0698 443670.88,383691.5298 443673.5,383690.9498 443676.12,383690.3698 443678.27,383689.6798 443680.39,383688.8998 443682.48,383688.8118 443682.691,383688.0498 443684.53,383687.0598 443686.64,383685.9798 443688.71,383684.8098 443690.72,383683.5598 443692.68,383673.4388 443709.89,383670.3398 443715.16,383670.2308 443715.357,383644.8298 443761.46,383644.7208 443761.657,383627.4198 443792.7,383611.5998 443821.29,383596.8098 443847.72,383585.9598 443866.61,383579.6798 443877.1,383572.3498 443889.36,383571.5698 443890.85,383570.4498 443893.09,383565.0398 443903.43,383557.2598 443917.03,383548.5498 443932.15,383536.5398 443953.25,383522.3398 443977.72,383509.0498 444000,383507.3398 444002.86,383499.7698 444013.04,383493.0998 444021.64,383483.9598 444032.99,383470.6598 444051.46,383454.8798 444072.92,383436.4899 444098.2999,383434.5873 444097.0752))",5141938,SD8343,5080,2017-04-09T00:00:02,9999-12-31T00:00:00,104829.92,2022-09-14T00:00:00,1000,2017-09-18T09:01:53,K.TchorzewskiTL,Y,383511.948024599,443801.958507418,2024-03-06T09:48:08
"POLYGON ((385686.2538 445829.123,385686.2182 445829.1121,385686.2207 445829.1552,385685.2586 445830.231,385684.2517 445831.2207,385680.56 445834.84,385676.9897 445838.169,385676.8897 445838.2586,385660.2 445853.4103,385659.3897 445853.769,385658.1586 445854.3103,385657.031 445854.5414,385655.5207 445854.469,385655.4325 445854.4387,385655.4287 445854.4373,385655.4103 445854.431,385654.2414 445854.0103,385652.5793 445852.9586,385649.9414 445850.3897,385643.5258 445842.8793,385637.1103 445835.369,385629.8517 445826.6793,385628.031 445823.9586,385625.631 445821.4,385620.9207 445815.5517,385619.4517 445813.7793,385619.3382 445813.641,385619.231 445813.5103,385609.8707 445802.0603,385609.7473 445801.9094,385602.165 445792.6344,385601.3821 445791.6767,385600.5238 445790.6268,385600.5103 445790.6103,385592.26 445779.41,385583.16 445767.61,385573.96 445755.46,385569.8565 445749.8318,385567.689 445746.859,385556.87 445732.02,385543.3556 445715.4259,385537.4386 445708.1606,385537.43 445708.15,385535.831 445706.131,385535.2674 445705.4267,385533.1103 445702.731,385533.0413 445702.6272,385533.0375 445702.6216,385531.9518 445700.9898,385531.1234 445700.2268,385530.4601 445699.6158,385530.3793 445699.5414,385529.4103 445698.5,385528.2517 445696.9586,385527.6326 445695.9137,385526.131 445693.3793,385525.9414 445693.1793,385524.6793 445691.531,385523.8589 445690.7719,385523.8306 445690.7458,385523.1103 445690.0793,385523.1067 445690.076,385520.469 445687.7,385518.7207 445685.8414,385517.169 445683.7897,385516.7103 445682.369,385515.6517 445680.231,385514.0207 445677.4586,385512.5664 445675.9246,385512.069 445675.4,385510.1103 445673.6414,385508.6414 445672.7897,385508.1517 445672.5793,385506.7793 445671.631,385505.6103 445670.6,385504.5586 445668.8586,385504.0793 445668.2517,385502.431 445666.4897,385500.6793 445664.831,385499.8039 445664.1703,385498.331 445663.0586,385496.7207 445661.8586,385495.1103 445660.6586,385491.9897 445658.169,385488.1793 445654.769,385485.2517 445651.9,385484.4789 445651.0983,385484.1894 445650.7971,385483.549 445650.1307,385483.492 445650.0377,385483.9517 445643.731,385483.9519 445643.7216,385484.6388 445642.849,385509.8698 445610.61,385512.4898 445607.54,385515.8598 445603.49,385519.0498 445606.92,385520.8298 445609.14,385524.2098 445613.05,385525.0098 445614.03,385530.1698 445620.04,385532.2598 445622.47,385535.1298 445625.85,385538.8298 445630.52,385541.9198 445635.08,385547.2698 445641.79,385551.1898 445646.39,385553.8998 445649.78,385564.4098 445662.63,385566.1098 445664.74,385578.2198 445680.14,385584.7798 445688.21,385593.1898 445697.86,385606.2298 445714.23,385616.3498 445726.61,385618.6828 445729.506,385618.7358 445729.571,385631.3498 445745.23,385641.8298 445758.61,385645.7898 445763.33,385651.7898 445770.677,385651.8968 445770.809,385652.5098 445771.56,385657.8698 445778.03,385663.9998 445785.38,385669.4598 445791.95,385673.7398 445796.95,385676.7598 445800.58,385680.3698 445804.89,385685.3398 445810.77,385687.3798 445813.23,385688.6498 445814.89,385690.8898 445817.64,385692.6398 445819.51,385693.4598 445820.46,385696.2298 445823.68,385693.0098 445826.38,385687.6699 445830.4599,385687.6689 445830.459,385686.2342 445829.1673,385686.2538 445829.123))",5162746,SD8545,5973,2017-04-09T00:00:02,9999-12-31T00:00:00,14280.65,2022-08-14T00:00:00,3000,2017-09-21T17:37:00,B.KumarTL,Y,385588.244236883,445732.405155239,2024-03-06T09:48:08
"POLYGON ((384670.16 460001.63,384670.85 460078.36,384670.54 460079.52,384653.38 460145.55,384652.94 460150.36,384503.5 460107.5,384391 460076,384252.5 460037,384242.85 460058.59,384235.3 460054.99,384203 460082.7,384145.8 460043.09,384095.25 460030.46,384096.22 460000,384098.44 459960.11,384088.66 459936.96,384071.1 459894.92,384036.87 459868.22,384033.29 459821.59,384030.83 459788.37,384030.87 459788.01,384051.4 459794.37,384089.47 459806.47,384135.1 459821.07,384185.44 459837.26,384225.34 459850.22,384274.23 459866.68,384317.1 459880.64,384379.71 459901.64,384440.05 459922.24,384504.47 459945.08,384562.35 459964.87,384622.81 459985.11,384666.02 460000,384670.16 460001.63))",5184867,SD8459,3498,2014-07-23T00:00:02,9999-12-31T00:00:00,109340.56,2022-06-23T00:00:00,3000,2017-09-26T13:18:30,B.OToole,Y,384343.779174667,459980.358505075,2024-03-06T09:48:11
"POLYGON ((382132.4698 442182.11,382117.6898 442200.59,382103.3298 442218.86,382085.2298 442241.05,382069.1998 442260.59,382052.4498 442282.66,382036.3198 442304.65,382017.9998 442329.04,382000.9898 442351.7,382000.3698 442352.57,381999.9998 442353.09,381979.5398 442380.78,381959.2398 442408.18,381943.6098 442429.27,381929.5998 442447.87,381911.4498 442473.22,381895.9098 442464.24,381882.0598 442455.24,381866.6598 442445.17,381851.8998 442435.83,381837.6398 442425.06,381823.8898 442414.09,381808.7198 442401.59,381794.3798 442389.29,381783.0798 442379.47,381766.2898 442366.79,381748.4198 442353.16,381730.3698 442339.04,381715.1998 442327.35,381701.5398 442318.03,381687.6398 442308.11,381673.2298 442297.79,381657.2598 442286.52,381655.5598 442285.35,381640.0598 442274.26,381613.0298 442254.62,381576.8898 442229.94,381561.8938 442219.498,381561.7408 442219.391,381559.5998 442217.9,381562.0398 442213.81,381570.3698 442199.84,381574.8198 442192.56,381575.7798 442190.25,381576.7098 442187.67,381577.2798 442185.16,381577.4698 442182.77,381574.7098 442176.75,381575.2598 442175.55,381578.0398 442172.47,381585.4498 442174.32,381688.6498 442000,381714.4998 441956.7,381728.3998 441932.8,381731.0998 441928.9,381737.0998 441920.8,381743.4198 441912.64,381744.4198 441911.53,381746.0098 441907.97,381760.2998 441913.3,381804.8998 441929.5,381809.0698 441935.2,381812.6698 441937.56,381814.8398 441939.222,381814.8968 441939.266,381816.5998 441940.57,381824.7698 441944.66,381845.2098 441953.67,381859.7398 441959.98,381866.4098 441962.81,381868.4698 441963.66,381875.0998 441966.54,381894.3998 441974.8,381906.0098 441980.13,381922.0298 441987.88,381936.5098 441994.66,381947.2098 442000,381951.3998 442002.09,381963.6898 442007.98,381972.2598 442011.77,381975.7798 442013.7,381978.1948 442015.125,381990.5798 442023.35,381999.9998 442029.43,382001.0498 442030.11,382009.3398 442035.73,382012.8458 442038.375,382012.9418 442038.447,382017.3198 442041.75,382023.5798 442049.66,382031.2698 442059.14,382040.3198 442070.13,382051.8398 442084.46,382062.9798 442098.09,382075.9298 442113.4,382088.2998 442128.56,382101.5198 442144.6,382115.2498 442161.25,382132.4698 442182.11))",5132322,SD8142,8717,2017-04-09T00:00:02,9999-12-31T00:00:00,177351.4,2022-07-18T00:00:00,3000,2017-09-14T12:42:46,K.TchorzewskiTL,Y,381846.992474068,442181.790915801,2024-03-06T09:48:07
"POLYGON ((376242.8561 460515.0572,376245.3928 460509.9583,376241.9 460508.169,376201.5 460486,376190.969 460400.969,376187.5 460373,376168 460226,376167 460212,376165 460197,376162 460178,376162 460174.5,376161.5 460169,376160 460163.5,376157.5 460158.5,376154 460154,376152.5 460152.5,376148 460149,376143.1793 460146.5517,376162 460082.5,376171.5 460049,376190.7517 460000,376193.331 459993.0897,376211.131 459977,376265.8069 459959.7586,376265.8379 459959.7483,376288.2517 459952.6793,376353.8586 459926.7,376372.7517 460000,376385.5 460077,376394 460145.5,376395.5103 460193.3793,376396 460206,376397.5 460260.5,376398 460280.5,376395.5 460285.5,376384.5 460306.5,376367.5793 460341.3517,376437.5 460384,376482.5 460378,376494.7207 460350.3517,376556.1793 460383.869,376511.5 460435.5,376511.0517 460436.031,376391.0207 460577.7103,376389.5 460579.5,376322.5 460555.5,376320 460554.5,376246.5448 460517.0241,376246.5207 460517.0103,376246.5 460517,376242.8561 460515.0572))",5133403,SD7660,2818,2017-08-30T00:00:02,9999-12-31T00:00:00,139434.16,2022-04-09T00:00:00,1000,2017-09-15T08:16:32,C.BirovescuTL,Y,376307.34913509,460269.465924175,2024-03-06T09:48:07
"POLYGON ((384242.85 460058.59,384231.5 460084,384217.5 460118,384207.43 460114.6999,384188.5 460108.4998,384171 460098.9998,384157 460087.4998,384141 460074.4998,384122 460064.4998,384108.01 460059.9698,384087.56 460055.3798,384058.26 460027.2698,384056.02 460011.96,384052.42 460000.1198,384052.39 459999.9998,384044.35 459971.9998,384036.29 459948.7898,384034.41 459943.2698,384033.56 459939.9498,384030.16 459907.0898,384029.06 459892.2898,384030.25 459881.1598,384029.85 459868.0898,384028.39 459837.2598,384026.68 459797.8298,384026.68 459797.5198,384026.66 459796.8298,384026.39 459784.0998,384026.39 459782.6998,384031.24 459784.2399,384030.87 459788.01,384030.83 459788.37,384033.29 459821.59,384036.87 459868.22,384071.1 459894.92,384088.66 459936.96,384098.44 459960.11,384096.22 460000,384095.25 460030.46,384145.8 460043.09,384203 460082.7,384235.3 460054.99,384242.85 460058.59))",5184868,SD8460,1305,2014-07-23T00:00:02,9999-12-31T00:00:00,13007.63,2022-06-23T00:00:00,3000,2017-09-26T13:18:30,B.OToole,Y,384102.402884016,459996.144036803,2024-03-06T09:48:12
"POLYGON ((386800.82 445152.82,386803.4499 445151.447,386828.517 445173.929,386837.0414 445179.8998,386847.725 445187.383,386857.647 445195.321,386861.934 445200.48,386865.307 445205.917,386869.474 445215.998,386874.951 445230.801,386885.299 445254.315,386885.2988 445254.3156,386746.4408 445321.754,386745.8098 445322.06,386714.5698 445337.15,386704.5198 445341.61,386703.9298 445341.9,386688.3398 445349.77,386671.0898 445358.7,386670.9598 445358.5,386665.7398 445349.53,386661.2198 445340.79,386652.6598 445323.31,386652.1598 445322.09,386636.3398 445286.97,386633.2299 445279.63,386638.62 445251.7,386638.74 445251.63,386654.3 445242.36,386711.96 445207.13,386723.31 445200.03,386762.77 445175.8,386785.6 445161.62,386798.44 445154.2,386800.82 445152.82))",5180756,SD8645,8520,2017-04-09T00:00:02,9999-12-31T00:00:00,27539.82,2022-08-14T00:00:00,3000,2017-09-26T12:05:34,K.TchorzewskiTL,Y,386753.797817571,445253.682579578,2024-03-06T09:48:12
"POLYGON ((383525.26 465017.9698,383516.61 465042.9298,383507.11 465067.1998,383506.17 465069.6098,383503.12 465078.0298,383498 465092.5298,383490.58 465111.6598,383483.19 465129.6698,383478.16 465141.7298,383473.56 465153.6598,383471.77 465160.0198,383468.97 465164.8898,383467.78 465168.6598,383466.88 465172.3398,383463.69 465178.4898,383462.19 465181.7698,383460.79 465187.1298,383460.29 465189.4098,383459.79 465191.0998,383457.6 465193.8898,383456.7 465197.2698,383455.3 465201.1098,383449.77 465216.2898,383448.81 465219.0798,383446.52 465225.1498,383444.76 465223.8998,383441.57 465221.4798,383436.81 465217.9298,383426.09 465210.1198,383416.67 465203.6798,383406.664 465196.6198,383406.65 465196.6098,383384.53 465182.1698,383377.83 465177.7998,383354.23 465162.3898,383354.2128 465162.3792,383351.37 465160.6498,383340.37 465153.8198,383333.5608 465149.4512,383333.2 465149.22,383332.277 465148.698,383327.03 465145.7298,383315.53 465139.9198,383315.17 465139.7398,383312.77 465138.5698,383307.62 465136.0398,383298.97 465132.0698,383293.7 465130.0998,383288.85 465128.6198,383285.85 465127.9398,383281.8 465126.8798,383273.27 465126.0298,383266.1 465125.8198,383258.64 465125.9598,383246.8499 465126.7198,383245.738 465126.8402,383241.63 465127.4799,383240.48 465127.5999,383239 465127.5699,383236.77 465127.3099,383236.04 465127.1999,383232.25 465126.7199,383231.46 465127.7299,383231.17 465128.1099,383230.17 465128.5099,383228.27 465128.4999,383226.17 465129.8999,383224.17 465131.0999,383222.77 465132.4899,383221.27 465133.4899,383216.98 465135.2899,383214.99 465136.3899,383212.39 465139.8999,383210.28 465142.0199,383205.96 465144.5499,383203.04 465146.8799,383200.62 465149.4099,383199.21 465151.1299,383197.8 465152.3499,383196.19 465154.1799,383192.96 465155.9099,383190.24 465158.6499,383183.58 465162.8299,383177.13 465167.6199,383170.98 465172.5199,383161.29 465178.9699,383156.65 465181.5199,383152.02 465184.7699,383147.4 465187.7999,383144.09 465189.6099,383140.69 465191.1099,383138.89 465193.0099,383135.89 465195.6099,383132.39 465197.4099,383127.69 465199.5099,383123.3701 465201.0799,383116.02 465193.5498,383111.43 465188.6198,383106.75 465180.8798,383104.26 465176.3598,383102.86 465174.9498,383101.37 465174.4398,383100.17 465174.1298,383098.67 465174.6198,383096.88 465175.0998,383090.88 465178.5398,383080.63 465176.7698,383077.34 465176.5398,383072.96 465176.7098,383068.08 465177.0698,383063.99 465177.5298,383058.7 465178.8798,383053.11 465179.3398,383051.02 465178.6198,383049.52 465178.2098,383047.93 465177.1998,383046.53 465175.9998,383045.73 465174.8998,383044.93 465173.4898,383042.63 465168.4898,383039.93 465166.6798,383037.43 465165.4798,383034.93 465163.8798,383030.33 465161.9698,383029.53 465161.2798,383029.23 465159.8798,383029.22 465156.3098,383030.59 465148.8498,383030.882 465146.6648,383031.58 465144.8798,383032.67 465143.3998,383034.26 465142.1098,383035.96 465141.0198,383037.55 465140.2298,383039.55 465139.6398,383040.75 465139.7498,383042.45 465140.5398,383044.75 465143.7398,383045.85 465145.0398,383048.44 465145.8498,383050.14 465145.7598,383051.93 465145.0698,383053.63 465143.9898,383054.92 465142.7998,383057.3 465139.7298,383058.2 465138.2398,383059.39 465135.5598,383060.08 465132.4898,383060.57 465129.8998,383061.16 465125.7198,383061.64 465118.2698,383062.22 465111.2098,383063.41 465109.0298,383066 465107.0398,383068.49 465104.9598,383069.58 465102.8698,383069.78 465101.1698,383069.08 465099.1798,383068.38 465097.9798,383067.28 465096.6798,383065.98 465095.4798,383064.78 465094.5798,383062.88 465093.5898,383059.39 465092.3898,383055.99 465090.6898,383052.39 465088.4898,383050.59 465087.9898,383045.38 465088.1798,383042.98 465087.5798,383041.68 465087.1798,383040.3866 465086.5774,383039.19 465085.7798,383038.49 465084.5798,383037.49 465081.5798,383036.69 465077.3798,383032.88 465069.8798,383030.88 465066.9898,383029.68 465064.6898,383027.98 465062.5898,383027.18 465061.1898,383026.68 465057.7698,383026.68 465055.6598,383026.47 465051.3098,383027.07 465047.9798,383029.66 465039.1698,383030.36 465036.2298,383031.67 465032.7698,383031.76 465029.9298,383031.38 465026.3608,383031.36 465026.1598,383030.35 465023.0898,383029.44 465020.7498,383027.93 465018.3098,383025.24 465007.7498,383022.63 465003.2798,383021.46 465000.2398,383021.43 464999.9998,383019.05 464983.0498,383014.55 464969.9298,383010.56 464959.3598,383005.55 464957.3398,383003.06 464949.3198,383002.57 464941.8098,383004.08 464934.8098,383005.59 464928.8098,383005.587 464928.7708,383005.1 464922.7998,383002.11 464915.7798,383000.12 464912.1998,383000 464912.0198,382998.62 464910.0698,382997.22 464907.9598,382996.02 464905.6498,382995.92 464904.3498,382996.03 464902.5498,382995.63 464899.8498,382995.03 464897.4498,382994.85 464896.9398,382997.13 464895.4598,383000 464894.8798,383000.12 464894.8598,383011.67 464893.7498,383075 464887.4398,383089 464874.9698,383089.015 464874.9558,383106 464859.4998,383131.5 464842.9998,383131.531 464842.9798,383149 464831.9998,383149.034 464831.9868,383163 464826.4998,383174.5 464825.4998,383189.5 464812.9998,383194 464816.4998,383240 464773.4998,383250.5 464777.4998,383264.5 464777.9998,383280 464778.4998,383285.5 464778.4998,383290.5 464777.4998,383298 464774.4998,383305.5 464769.9998,383330.5 464752.9998,383334.1 464750.6498,383335.04 464750.0398,383355 464736.9998,383360.5 464731.9998,383365 464726.4998,383369 464719.9998,383371.5 464713.4998,383380.5 464694.9998,383394 464673.9998,383394.55 464672.0098,383399.5 464653.9998,383407 464641.4998,383416.5 464624.9998,383419.04 464625.8698,383432.5 464630.4998,383452.5 464639.4998,383473.5 464650.4998,383494 464656.9998,383517 464662.9998,383542.5 464670.9998,383573.5 464682.4998,383602 464697.4998,383636 464710.9998,383645 464713.4998,383636 464746.4998,383622.5 464774.4998,383622.4642 464774.59,383605.5 464817.4998,383605.4644 464817.59,383580.5 464880.9998,383580.4636 464881.0896,383559.12 464933.5498,383556.5 464939.9998,383532.48 464999.9998,383532.38 465000.2398,383529.11 465007.5498,383525.26 465017.9698),(383420.386 464818.592,383418.058 464819.438,383415.412 464821.343,383414.565 464823.354,383411.602 464831.927,383411.814 464834.784,383414.142 464839.547,383416.894 464841.558,383419.328 464841.558,383423.244 464840.076,383430.229 464834.784,383434.991 464828.434,383438.484 464823.248,383433.6386 464821.3098,383432.134 464820.708,383424.302 464819.015,383420.386 464818.592))",5205508,SD8364,3293,2017-01-01T00:00:02,9999-12-31T00:00:00,217931.1,2022-05-26T00:00:00,1000,2017-09-30T09:55:08,C.BirovescuQC,Y,383328.129686718,464936.927760773,2024-03-06T09:48:17
"POLYGON ((363008.72 450428.23,362975.07 450410.27,362972.14 450374.74,362970.58 450343.8,362967.72 450301.05,363039.41 450316,363111.57 450331.52,363116.51 450332.83,363167.96 450336.89,363229.61 450337.19,363245.04 450337.63,363275.65 450348.6,363321.003 450345.925,363410.05 450322,363450.65 450309.4,363458.35 450310.1,363464.65 450307.3,363466.74 450305.97,363475.79 450319.83,363496.58 450352.89,363529.8 450415.7,363526.31 450416.65,363381.37 450454.82,363297.76 450494.65,363205.32 450487.28,363151.41 450484.39,363105.62 450471.37,363077.28 450463.31,363015.79 450432,363008.72 450428.23))",5207442,SD6350,2140,2014-07-24T00:00:02,9999-12-31T00:00:00,71606.25,2022-01-06T00:00:00,1000,2017-10-02T10:00:29,B.OToole,Y,363235.2184074,450397.583106097,2024-03-06T09:48:17
"POLYGON ((389388.9593 537476.0409,389386.67 537474.17,389377.2 537465.74,389370.61 537460.15,389353.68 537445.93,389350.54 537443.22,389338.4 537432.81,389328 537423.85,389318.61 537415.81,389306.06 537404.95,389302.04 537401.44,389300.31 537400,389298.51 537398.54,389295.07 537395.69,389293.35 537394.47,389291.74 537393.04,389289.92 537391.62,389288.2 537390.4,389285.17 537388.16,389282.42 537386,389282.75 537385.6,389283.76 537382.62,389284.37 537381.12,389285.27 537379.53,389285.99 537377.35,389286.96 537374.74,389288.77 537372.67,389290.29 537370.09,389291.3 537368.7,389292.31 537367.21,389293.43 537365.83,389294.74 537364.55,389296.27 537362.62,389297.44 537361.16,389297.86 537359.89,389298.29 537359.22,389298.79 537358.45,389299.55 537357.77,389300.23 537357.43,389301.3 537357.08,389301.33 537357.0701,389301.47 537357.0301,389302.18 537356.9401,389302.48 537356.9401,389303.29 537357.2501,389303.88 537357.6501,389305.97 537358.4,389308.53 537359.41,389310.04 537360.12,389312.19 537361.14,389314.1 537362.04,389325.91 537368.34,389335.93 537374.73,389369.8 537399.31,389374.91 537402.69,389377.95 537405.13,389378.93 537405.91,389381.14 537407.82,389383.44 537409.63,389385.35 537410.93,389387.36 537412.14,389389.57 537413.75,389391.87 537415.36,389395.39 537417.68,389398.7 537420.1,389413.75 537429.87,389414.85 537429.47,389422.32 537434.66,389422.78 537436.81,389423.29 537438.6,389423.59 537439.4,389423.99 537440.1,389424.49 537441.49,389425.09 537442.69,389425.7 537444.19,389426.5 537445.6,389427.5 537446.8,389428.81 537448.1,389430.21 537449.11,389434.17 537453.58,389435.43 537452.12,389440.03 537446.83,389447.78 537452.17,389441.62 537457.9,389439.62 537459.74,389441.25 537461.05,389442.93 537462.03,389443.83 537462.54,389447.14 537463.78,389448.95 537464.3,389450.95 537464.6,389464.68 537467.72,389472.19 537469.22,389460.89 537491.04,389458.01 537496.71,389447.69 537492.75,389445.6873 537497.4383,389440.27 537510.12,389439.49 537509.55,389437.42 537512.37,389436.36 537512.57,389433.88 537513.03,389433.79 537513.05,389432.66 537511.83,389432.59 537511.75,389432.46 537511.65,389428.7 537508.86,389422.49 537504.25,389414.69 537498.35,389402.32 537486.96,389388.9593 537476.0409))",5194253,NY8937,3743,2015-04-27T00:00:02,9999-12-31T00:00:00,9535.39,2021-07-17T00:00:00,2000,2017-09-28T10:00:08,B.OToole,Y,389377.398506886,537434.712528615,2024-03-06T09:48:16
"POLYGON ((371222 459610,371222.7998 459606.78,371227 459611.5,371234.5 459620,371242.5 459629,371252 459638.5,371261 459649,371262.371 459650.16,371267.5 459654.5,371274.5 459660,371276.3788 459665.3164,371278.55 459671.46,371278.96 459672.62,371285 459688.5,371289.5 459699.5,371292.5 459710,371295.47 459719.27,371296.5 459722.5,371297.13 459726.7,371298.0834 459733.0557,371299.5 459742.5,371304 459757.5,371307.4389 459772.2803,371308.53 459776.97,371309 459779,371309.74 459783.14,371311.5 459793,371313 459810,371315 459817.5,371313 459826.5,371310.5 459835.5,371303.53 459848.52,371298.3194 459861.8702,371296 459868,371293.5 459883.5,371289.5 459904,371287.57 459915.6,371278.29 459916.39,371275.99 459916.58,371275.44 459916.29,371270.4 459913.65,371206.48 459908.16,371238.4793 459819.9586,371253.01 459806.59,371275.22 459786.16,371271.36 459731.02,371233.4 459722.9,371210.37 459769.22,371208.34 459775.23,371204 459772.5,371179.5 459756.5,371166.6586 459748.5103,371157 459742.5,371145.031 459733.769,371165.5 459700,371165 459670,371174.5483 459655.031,371175 459660.5,371180.5 459669,371185 459672.5,371192.5 459674.5,371201 459674.5,371207.2483 459674.869,371208.5 459672.5,371209 459664,371211 459652.5,371211 459645.5,371212.5 459636,371216 459628.5,371219 459619.5,371222 459610))",7715076,SD7159,2670,2025-01-01T00:00:02,9999-12-31T00:00:00,22710.79,2022-08-11T00:00:00,1000,2025-02-10T10:51:11,C.WickenQC,Y,371244.032387068,459764.45894532,2025-02-10T22:30:30
"POLYGON ((359869.476 464912.9762,359869.37 464913.73,359856.71 465000,359856.7 465000.09,359851.03 465034.8,359839.13 465112.0801,359728.49 465065.9702,359574.84 465000.9402,359572.86 465000.1002,359572.62 465000.0002,359433.56 464940.5602,359451.1 464922.2602,359458.73 464914.4802,359477.02 464895.8302,359506.91 464864.1502,359533.45 464836.1202,359579.2 464788.9902,359583.75 464794.3602,359587.77 464798.7002,359589.21 464800.3102,359590.89 464801.9102,359590.9323 464801.9307,359591.1 464802.0102,359591.83 464802.73,359592.56 464803.34,359593.28 464803.85,359594.94 464804.8802,359595.88 464805.2902,359596.7 464805.7002,359597.01 464805.8102,359598.15 464806.3302,359601.56 464807.2802,359602.38 464807.4902,359603.72 464807.6102,359605.17 464807.7302,359606.5 464807.8402,359608.13 464807.7902,359612.91 464807.0902,359618.95 464806.6602,359632.98 464805.5502,359660.88 464803.9802,359677.67 464803.3602,359706.81 464802.4502,359721.45 464802.4502,359742.26 464802.4502,359756.61 464802.8702,359786.84 464803.7002,359804.94 464804.4402,359809.13 464804.5602,359810 464809.4202,359811.15 464812.8202,359814.13 464817.0002,359817.85 464818.2402,359851.81 464812.4202,359859.39 464811.0702,359866.54 464810.4502,359868.57 464810.4012,359868.642 464810.3992,359868.642 464811.4002,359869.476 464912.9762))",4236650,SD5964,6693,2015-05-15T00:00:02,9999-12-31T00:00:00,87328.68,2022-08-12T00:00:00,3000,2016-03-18T11:50:30,M.TalaveraQC,Y,359693.838600519,464928.403222867,2024-06-17T22:31:00
