geom,OBJECTID,SSSI_NAME,ENSIS_ID,NUMBER,ID,UNIT_AREA,UNIT_PERIM,EASTING,NORTHING,GRID_REF,POLY_AREA,POLY_PERIM,EASTING0,NORTHING0,REFERENCE,CONDITION,COND_DATE,GID,GIS_FILE,MODIFIED,DATAVERSIO,GIS_DATE,MAPVERSION,STATUS,GlobalID,SHAPE_Length,SHAPE_Area
"MULTIPOLYGON (((366855.1265 462249.0418,366850.8967 462252.800799999,366842.5033 462266.196900001,366834.7859 462281.8824,366831.1004 462289.3903,366828.5114 462294.6588,366828.1734 462295.3486,366827.3983 462296.498299999,366825.6998 462300.497099999,366824.4466 462302.996400001,366816.5396 462300.6171,366814.0001 462305.3957,366807.9977 462310.304300001,366805.2026 462312.2038,366802.6961 462314.0032,366800.5029 462315.402799999,366799.596 462315.8027,366798.6973 462316.002699999,366797.9964 462316.002699999,366797.6996 462316.002699999,366796.603 462315.502800001,366792.9999 462312.003799999,366792.1259 462311.134099999,366791.6972 462311.403999999,366787.8962 462313.203500001,366783.1965 462317.6022,366782.6276 462316.9924,366769.8973 462327.999199999,366750.1998 462345.304300001,366744.0985 462350.9027,366713.4021 462382.2037,366714.1359 462382.693600001,366719.1324 462386.2326,366720.196 462388.202,366721.2019 462390.201400001,366721.9028 462392.8007,366722.0017 462394.9001,366721.9028 462397.0995,366721.3998 462403.6976,366721.0041 462408.7861,366720.8969 462410.095699999,366720.699 462412.904899999,366720.8969 462415.804099999,366721.4988 462418.0035,366722.4964 462421.102600001,366723.2962 462424.001800001,366724.2031 462425.701300001,366725.2008 462427.400800001,366727.3033 462430.1,366730.0984 462433.598999999,366732.8027 462436.998,366735.4989 462440.1971,366736.6037 462441.896600001,366737.4035 462443.6961,366738.0961 462445.795499999,366738.599 462447.904899999,366739.8028 462452.603599999,366740.7015 462457.302200001,366740.8994 462462.300799999,366740.3964 462465.999700001,366739.8028 462469.798599999,366739.4977 462473.797499999,366739.4977 462485.304199999,366740.1986 462489.8029,366741.6002 462494.8015,366743.1008 462498.500399999,366744.1974 462500.299900001,366745.5991 462501.7995,366748.5013 462504.5987,366750.4966 462505.998299999,366752.5991 462507.197899999,366756.903 462509.497300001,366762.9961 462512.7963,366771.7029 462517.095100001,366779.0988 462520.804,366789.2979 462525.7026,366799.7032 462530.9012,366810.1002 462536.399599999,366832.8978 462547.7963,366842.5033 462552.7049,366849.8002 462556.9037,366858.3008 462561.3025,366866.2985 462565.201300001,366876.3987 462570.0999,366881.1973 462571.999399999,366887.9995 462574.4987,366893.5979 462576.798,366897.1021 462578.0976,366901.8018 462579.8971,366907.598 462581.5966,366913.1964 462582.896299999,366919.9986 462584.4958,366927.6995 462585.795399999,366934.7985 462586.6952,366944.5029 462587.8049,366952.5996 462588.504699999,366961.8011 462589.0045,366968.4961 462589.204500001,366978.4973 462589.4044,366987.303 462589.304400001,367000.0004 462589.0645,367009.004 462587.505000001,367034.4978 462585.4955,367059.0021 462583.995999999,367078.5017 462582.496400001,367090.0035 462581.4967,367098.4959 462581.9965,367105.9989 462583.496099999,367114.4996 462585.4955,367122.0026 462590.0042,367126.9991 462593.5032,367130.5033 462598.002,367134.9968 462605.4998,367151.0005 462635.5012,367168.0018 462665.002800001,367176.5025 462675.4998,367182.4966 462682.4978,367188.499 462690.995300001,367205.5003 462713.9987,367214.9986 462729.5043,367219.5004 462736.5023,367223.4993 462741.5009,367228.9988 462746.999299999,367234.0035 462753.997300001,367239.0 462757.996200001,367247.5007 462764.0044,367259.0025 462775.0013,367276.0038 462788.997300001,367302.0005 462808.501700001,367331.5014 462830.4954,367347.9997 462846.500800001,367361.4969 462858.497400001,367369.5028 462865.995200001,367379.0012 462875.002699999,367392.0036 462885.999500001,367408.502 462899.9955,367432.0004 462920.999500001,367449.0017 462935.495300001,367470.0019 462953.5002,367491.0021 462972.004899999,367509.504 462989.0,367525.5571 462999.9969,367537.801 463010.3039,367569.998 463041.8049,367572.9992 463044.6041,367578.5976 463050.002599999,367605.6991 463078.5044,367636.6016 463110.395300001,367649.3979 463124.201300001,367671.6019 463147.504699999,367673.2014 463148.4044,367674.1991 463148.6043,367675.1967 463148.704299999,367676.1037 463148.4044,367676.9035 463147.704600001,367677.2992 463147.104800001,367677.4971 463146.404999999,367677.4971 463145.6952,367677.3982 463144.895400001,367675.1967 463096.599199999,367673.3004 463050.802300001,367669.4911 462999.9969,367664.9976 462986.500700001,367663.9999 462946.5022,367663.497 462922.4991,367663.0023 462907.5034,367662.4993 462895.9967,367663.0023 462880.5011,367663.497 462864.4957,367663.9999 462847.500499999,367664.9976 462830.995300001,367666.0035 462818.4988,367666.4982 462807.502,367667.5041 462798.004699999,367668.9964 462790.9967,367671.0 462779.5,367673.4982 462766.003900001,367674.9988 462755.9967,367678.0 462742.000700001,367680.0036 462730.0042,367681.9989 462717.4977,367685.0001 462702.0022,367687.4984 462686.4966,367689.9966 462675.999600001,367691.4972 462666.002499999,367691.7363 462664.502900001,367692.9978 462656.495200001,367694.4984 462642.499199999,367701.0038 462618.9959,367703.9967 462599.001700001,367706.9979 462584.4958,367709.4962 462574.4987,367711.4997 462564.501499999,367713.5033 462554.0045,367714.5009 462550.2456,367715.4986 462546.4967,367717.5021 462536.999399999,367717.9391 462533.4704,367718.4998 462529.001700001,367720.0004 462520.5041,367720.998 462510.497,367722.4986 462499.5001,367723.0016 462487.003699999,367722.4986 462484.0046,367722.0039 462480.4956,367720.5033 462476.4967,367721.501 462471.498199999,367723.9992 462467.999199999,367726.0028 462465.4999,367727.5034 462463.000600001,367729.004 462458.5019,367730.4964 462455.502699999,367733.4976 462443.496200001,367735.5011 462432.999199999,367736.4988 462425.001499999,367738.5023 462416.004000001,367741.5035 462407.4965,367744.0018 462399.998600001,367754.4977 462371.9966,367758.0019 462363.4991,367759.9972 462356.0012,367762.0007 462344.5045,367765.0019 462331.498199999,367767.5002 462322.001,367768.4978 462314.5031,367769.5037 462305.9955,367770.5014 462296.9981,367772.002 462288.000700001,367772.4967 462278.0035,367772.9996 462267.4966,367776.9985 462222.499399999,367779.002 462202.994999999,367779.9997 462185.9999,367779.9997 462176.502599999,367779.002 462173.5035,367776.9985 462170.0045,367777.5014 462167.994999999,367778.4991 462165.4958,367780.5026 462162.9965,367783.5039 462158.9976,367783.9986 462155.498600001,367783.9986 462154.9988,367784.3284 462153.999,367791.9963 462130.9956,367797.001 462120.498600001,367800.4969 462113.500600001,367807.0023 462107.002499999,367811.0011 462100.0045,367814.497 462089.497500001,367814.497 462086.498400001,367813.4994 462075.001700001,367812.9964 462064.004799999,367811.5041 462048.9991,367811.5041 462026.9954,367812.5017 462016.498400001,367812.5017 461998.503599999,367814.0023 461986.497,367813.4994 461982.4981,367813.3015 461982.098300001,367811.0011 461977.499600001,367809.5005 461974.500399999,367804.9987 461971.5013,367801.5028 461968.5021,367796.0034 461966.002900001,367788.5004 461964.5033,367768.4978 461962.503900001,367754.003 461959.504699999,367744.4965 461959.004899999,367730.4964 461955.4959,367720.998 461951.497,367713.0003 461947.498199999,367706.9979 461941.999700001,367700.5008 461934.002,367695.0014 461925.5045,367689.9966 461915.497300001,367685.5031 461903.500700001,367681.9989 461894.0035,367680.0036 461885.9958,367678.0 461866.001499999,367675.9965 461854.004899999,367674.9988 461839.4991,367673.0035 461823.503599999,367670.497 461808.4979,367668.9964 461797.5011,367668.5017 461788.503699999,367668.5017 461781.4957,367669.4994 461772.9981,367671.5029 461765.500299999,367674.9988 461753.003799999,367673.4982 461751.0044,367672.5006 461746.9955,367673.4982 461742.9967,367675.9965 461740.497400001,367678.9977 461736.998400001,367681.9989 461731.5,367684.4972 461726.501399999,367687.4984 461718.503699999,367694.0037 461702.9981,367699.9979 461691.501399999,367709.0015 461674.496300001,367717.5021 461657.0013,367722.4986 461645.004699999,367726.0028 461637.4969,367741.0006 461587.5012,367741.9982 461580.0034,367741.5035 461576.5044,367740.0029 461572.9954,367740.0029 461569.496400001,367741.5035 461567.4969,367744.0018 461565.497500001,367745.5024 461564.4978,367747.003 461560.9988,367747.003 461561.498600001,367752.5024 461548.002499999,367755.9983 461538.995100001,367758.4966 461530.997400001,367760.5001 461524.499199999,367766.5025 461514.0022,367785.4992 461487.999700001,367797.9987 461472.0043,367805.5017 461460.997400001,367811.9988 461451.5001,367817.4982 461443.002599999,367821.4971 461437.5041,367829.0001 461430.496099999,367838.4984 461419.999199999,367847.9967 461411.501599999,367853.4962 461407.002900001,367857.5033 461402.0043,367863.0027 461393.9966,367866.713 461386.888599999,367877.613 461365.9946,367872.501 461372.502699999,367867.4963 461377.001499999,367864.998 461382.999700001,367863.3902 461384.8292,367862.9862 461382.449899999,367852.0038 461388.498199999,367839.4961 461394.4965,367819.5018 461401.5044,367787.5027 461410.002,367779.002 461412.5013,367775.4979 461416.5002,367770.9961 461418.999399999,367766.5025 461419.499299999,367762.9984 461418.499600001,367760.5001 461416.5002,367756.5013 461413.501,367754.4977 461413.501,367751.4965 461415.500399999,367748.0006 461420.499,367744.0018 461428.4967,367739.5 461436.0046,367737.4964 461442.002900001,367734.9982 461448.0011,367730.4964 461453.999399999,367722.4986 461461.997099999,367709.9991 461469.494999999,367692.9978 461474.003699999,367680.0036 461476.503,367671.9976 461480.501800001,367657.9975 461488.999399999,367654.5016 461493.998,367650.9975 461499.496400001,367646.9986 461504.505000001,367641.4992 461507.0042,367632.0009 461512.502699999,367612.996 461527.998199999,367597.9982 461541.5044,367587.9805 461555.010500001,367572.9992 461559.499199999,367565.4962 461560.4989,367561.0026 461564.9976,367559.6504 461566.7971,367558.0014 461568.9965,367557.4985 461582.002800001,367557.4985 461600.497500001,367556.5008 461606.9956,367553.4996 461609.504899999,367550.0037 461611.0045,367545.5019 461613.003900001,367543.0037 461617.502599999,367541.9978 461623.5009,367541.5031 461631.498600001,367541.0001 461637.4969,367539.4995 461641.9956,367533.4971 461656.001599999,367530.0012 461663.499399999,367527.0 461665.4989,367516.9987 461671.497199999,367513.5028 461675.9959,367509.504 461685.0033,367507.3768 461688.942199999,367502.5039 461697.999600001,367498.0021 461711.9956,367496.5015 461715.004699999,367491.9997 461716.0044,367486.5003 461718.003799999,367482.5014 461724.502,367478.9973 461732.499700001,367474.5037 461742.9967,367471.9972 461747.4954,367466.003 461756.003,367465.6732 461756.6028,367460.5036 461766.0001,367453.9982 461780.495999999,367448.0041 461795.001800001,367446.0005 461801.4999,367442.9993 461811.497099999,367438.0028 461820.5045,367431.0028 461830.501599999,367422.9968 461839.9989,367417.0026 461846.497099999,367410.0026 461849.996099999,367403.0025 461852.4954,367395.4995 461855.0046,367392.4983 461859.0035,367389.0024 461864.5019,367388.4995 461872.499600001,367390.503 461886.4956,367389.0024 461889.004899999,367385.0036 461891.5042,367376.0 461898.5022,367368.4969 461906.4999,367361.4969 461913.9977,367358.001 461919.496200001,367356.5004 461924.504699999,367355.9974 461931.002900001,367355.5027 461936.001399999,367353.4992 461939.000600001,367350.498 461941.0,367345.9962 461942.499600001,367343.4979 461943.999199999,367341.9973 461946.998299999,367340.9997 461951.9969,367339.4991 461957.995200001,367337.5038 461964.0034,367336.4979 461965.503,367334.9973 461965.503,367330.5037 461966.502699999,367326.9996 461970.001700001,367323.0007 461975.000299999,367318.4989 461982.4981,367314.5 461986.9968,367311.4988 461989.995999999,367305.9994 461991.9954,367303.8804 461992.465299999,367297.004 461994.004799999,367290.4987 461996.0043,367287.4975 461996.5041,367280.4974 462000.503,367277.9992 462003.0023,367276.4986 462006.5013,367276.0038 462011.4998,367274.0003 462015.998500001,367271.9967 462018.4978,367269.4985 462018.9977,367267.0002 462018.4978,367266.0026 462018.9977,367253.0001 462015.4987,367245.4971 462013.9991,367236.5018 462013.9991,367229.9964 462014.9988,367224.497 462018.9977,367221.504 462023.496400001,367218.5028 462030.5044,367215.9963 462037.002499999,367213.498 462043.000800001,367211.5027 462046.999700001,367207.9986 462049.499,367203.0021 462050.998500001,367190.5026 462050.998500001,367177.5001 462049.9988,367167.4988 462048.499199999,367158.0005 462047.999399999,367146.4987 462050.4987,367132.4986 462055.497199999,367117.5008 462064.004799999,367112.0013 462070.0031,367108.4972 462076.001399999,367108.0437 462078.0908,367106.5019 462084.9988,367104.4983 462091.4969,367102.0001 462095.4958,367098.0012 462098.504899999,367091.4959 462101.5041,367087.0023 462102.503799999,367074.9975 462099.5046,367067.9974 462097.995100001,367060.5027 462098.504899999,367046.9973 462100.5044,367040.0962 462102.0539,367027.003 462105.0031,367014.421 462107.2524,367013.0029 462107.5024,367009.4987 462108.0022,367001.501 462111.001399999,367000.0004 462111.101299999,366998.4009 462112.101,366996.9003 462113.000800001,366995.8037 462114.3004,366995.2018 462115.0002,366994.1959 462116.0999,366992.5964 462115.200200001,366992.0027 462117.2996,366991.4998 462120.898499999,366990.296 462125.0973,366989.1994 462128.996200001,366987.7977 462132.1953,366986.8001 462134.004799999,366985.7035 462135.6043,366983.6999 462137.603700001,366981.6964 462139.5032,366980.204 462140.902799999,366979.6021 462141.3027,366978.8024 462141.602600001,366977.4667 462141.4626,366975.3807 462141.782500001,366962.3865 462143.772,366958.8576 462144.931600001,366944.3133 462155.888499999,366940.2402 462156.7882,366936.1507 462157.2981,366933.7019 462156.7982,366931.5005 462157.3981,366928.5982 462157.597999999,366924.5004 462157.597999999,366920.9963 462157.8979,366918.0033 462158.3978,366916.4038 462158.797700001,366914.9032 462159.497500001,366913.7983 462160.1973,366912.8007 462160.997,366911.7041 462162.4966,366910.7971 462164.2961,366910.5003 462167.5952,366909.8984 462170.904200001,366909.1976 462173.3035,366908.1999 462175.3029,366907.697 462177.202400001,366907.2023 462178.702,366907.2023 462180.9013,366907.3012 462182.200999999,366907.2023 462183.400599999,366905.9985 462186.1998,366905.2977 462188.1993,366904.803 462190.1987,366904.704 462191.498299999,366905.0008 462194.1975,366905.0998 462197.4966,366905.0008 462201.195499999,366904.803 462202.6951,366904.3989 462204.3046,366903.4013 462206.704,366901.9996 462208.703400001,366900.3012 462210.502900001,366898.8995 462211.502599999,366896.8959 462212.102399999,366884.8499 462216.1613,366883.5472 462217.051000001,366882.2527 462217.151000001,366878.9877 462218.430600001,366876.6873 462219.030400001,366872.103 462220.539999999,366867.8239 462221.9496,366866.4964 462223.699100001,366866.2985 462225.998400001,366866.2985 462228.197799999,366865.2267 462230.237199999,366862.4398 462233.836200001,366860.6259 462236.1755,366860.3868 462240.224400001,366860.8568 462243.953299999,366857.8308 462246.6525,366855.1265 462249.0418)))",1359,Bowland Fells,1005542,1,1011779,81.5354235565104,5022.40806994,367390.555084,462318.805224,SD673623,81.5354235565104,5022.40806994,367390.555084,462318.805224,SD673623,UNFAVOURABLE NO CHANGE,2014/12/09 00:00:00+00,1056422,,2003/12/03 00:00:00+00,1,,1,Current,{6C81DF73-969D-4184-99CA-71F12CCC26E5},5022.40806994176,815354.235565104
"MULTIPOLYGON (((367760.7063 460114.9827,367742.1631 460107.045,367604.0006 460050.5012,367550.2098 460095.328299999,367544.0013 460100.4969,367524.5017 460133.997300001,367502.9986 460212.504799999,367462.4989 460343.497300001,367448.4988 460362.5019,367418.9979 460394.002800001,367403.0025 460404.0,367391.5007 460421.505000001,367366.0317 460449.696900001,367363.5004 460452.496099999,367339.4991 460479.498400001,367254.5007 460569.502599999,367221.9987 460656.9976,367166.5012 460707.5031,367124.5009 460764.4968,367107.4995 460798.497099999,367088.5029 460843.0043,366970.4996 460929.499600001,366965.4866 460929.0297,366962.9966 460935.9977,366951.503 460966.499,366947.0012 460978.4955,366944.9976 460988.002800001,366942.4994 460995.000800001,366939.0035 460999.999399999,366933.504 461008.4969,366930.9975 461013.4955,366928.4993 461023.002800001,366923.5028 461037.998500001,366919.9986 461048.995300001,366915.9997 461056.5032,366906.5014 461069.999299999,366895.5025 461086.004799999,366882.5001 461103.499700001,366870.0006 461123.504000001,366860.5022 461140.999,366842.998 461177.498600001,366838.9991 461177.998400001,366832.9967 461180.4977,366828.5032 461183.4968,366824.4961 461190.504799999,366824.0014 461199.5023,366825.9967 461208.999500001,366828.5032 461216.997300001,366826.4996 461225.504799999,366821.5031 461236.001800001,366809.4983 461255.996099999,366796.0011 461275.000700001,366786.5028 461285.4977,366778.9998 461293.4954,366767.0032 461303.002599999,366747.0007 461316.998600001,366728.4988 461329.495100001,366715.0016 461341.001800001,366704.4974 461349.999199999,366696.4997 461360.496200001,366688.502 461377.001499999,366680.999 461389.9977,366675.4996 461395.995999999,366656.0 461409.0023,366640.4993 461424.4979,366631.001 461434.494999999,366624.9986 461442.502699999,366622.5003 461448.501,366619.4991 461461.997099999,366617.9985 461473.503799999,366614.5026 461487.4998,366607.9972 461503.495300001,366601.5001 461514.0022,366593.9971 461525.9988,366574.4976 461549.5021,366543.4961 461582.002800001,366532.0025 461596.998500001,366530.0979 461599.0879,366536.6362 461606.4958,366540.0332 461610.344699999,366557.9909 461630.6788,366639.5016 461723.0024,366642.7914 461726.6414,366742.4989 461836.9998,366824.999 461927.503900001,366848.4974 461953.7564,366880.5872 461989.6161,366889.8794 462000.0031,366897.2917 462005.011700001,366921.7466 462033.623500001,366943.6702 462070.6829,366899.7405 462130.6657,366890.6462 462143.532,366887.3069 462150.66,366875.2609 462177.092399999,366861.3597 462203.524900001,366856.5364 462213.432,366856.1736 462232.556600001,366855.1265 462249.0418,366857.8308 462246.6525,366860.8568 462243.953299999,366860.3868 462240.224400001,366860.6259 462236.1755,366862.4398 462233.836200001,366865.2267 462230.237199999,366866.2985 462228.197799999,366866.2985 462225.998400001,366866.4964 462223.699100001,366867.8239 462221.9496,366872.103 462220.539999999,366876.6873 462219.030400001,366878.9877 462218.430600001,366882.2527 462217.151000001,366883.5472 462217.051000001,366884.8499 462216.1613,366896.8959 462212.102399999,366898.8995 462211.502599999,366900.3012 462210.502900001,366901.9996 462208.703400001,366903.4013 462206.704,366904.3989 462204.3046,366904.803 462202.6951,366905.0008 462201.195499999,366905.0998 462197.4966,366905.0008 462194.1975,366904.704 462191.498299999,366904.803 462190.1987,366905.2977 462188.1993,366905.9985 462186.1998,366907.2023 462183.400599999,366907.3012 462182.200999999,366907.2023 462180.9013,366907.2023 462178.702,366907.697 462177.202400001,366908.1999 462175.3029,366909.1976 462173.3035,366909.8984 462170.904200001,366910.5003 462167.5952,366910.7971 462164.2961,366911.7041 462162.4966,366912.8007 462160.997,366913.7983 462160.1973,366914.9032 462159.497500001,366916.4038 462158.797700001,366918.0033 462158.3978,366920.9963 462157.8979,366924.5004 462157.597999999,366928.5982 462157.597999999,366931.5005 462157.3981,366933.7019 462156.7982,366936.1507 462157.2981,366940.2402 462156.7882,366944.3133 462155.888499999,366958.8576 462144.931600001,366962.3865 462143.772,366975.3807 462141.782500001,366977.4667 462141.4626,366978.8024 462141.602600001,366979.6021 462141.3027,366980.204 462140.902799999,366981.6964 462139.5032,366983.6999 462137.603700001,366985.7035 462135.6043,366986.8001 462134.004799999,366987.7977 462132.1953,366989.1994 462128.996200001,366990.296 462125.0973,366991.4998 462120.898499999,366992.0027 462117.2996,366992.5964 462115.200200001,366994.1959 462116.0999,366995.2018 462115.0002,366995.8037 462114.3004,366996.9003 462113.000800001,366998.4009 462112.101,367000.0004 462111.101299999,367001.501 462111.001399999,367009.4987 462108.0022,367013.0029 462107.5024,367014.421 462107.2524,367027.003 462105.0031,367040.0962 462102.0539,367046.9973 462100.5044,367060.5027 462098.504899999,367067.9974 462097.995100001,367074.9975 462099.5046,367087.0023 462102.503799999,367091.4959 462101.5041,367098.0012 462098.504899999,367102.0001 462095.4958,367104.4983 462091.4969,367106.5019 462084.9988,367108.0437 462078.0908,367108.4972 462076.001399999,367112.0013 462070.0031,367117.5008 462064.004799999,367132.4986 462055.497199999,367146.4987 462050.4987,367158.0005 462047.999399999,367167.4988 462048.499199999,367177.5001 462049.9988,367190.5026 462050.998500001,367203.0021 462050.998500001,367207.9986 462049.499,367211.5027 462046.999700001,367213.498 462043.000800001,367215.9963 462037.002499999,367218.5028 462030.5044,367221.504 462023.496400001,367224.497 462018.9977,367229.9964 462014.9988,367236.5018 462013.9991,367245.4971 462013.9991,367253.0001 462015.4987,367266.0026 462018.9977,367267.0002 462018.4978,367269.4985 462018.9977,367271.9967 462018.4978,367274.0003 462015.998500001,367276.0038 462011.4998,367276.4986 462006.5013,367277.9992 462003.0023,367280.4974 462000.503,367287.4975 461996.5041,367290.4987 461996.0043,367297.004 461994.004799999,367303.8804 461992.465299999,367305.9994 461991.9954,367311.4988 461989.995999999,367314.5 461986.9968,367318.4989 461982.4981,367323.0007 461975.000299999,367326.9996 461970.001700001,367330.5037 461966.502699999,367334.9973 461965.503,367336.4979 461965.503,367337.5038 461964.0034,367339.4991 461957.995200001,367340.9997 461951.9969,367341.9973 461946.998299999,367343.4979 461943.999199999,367345.9962 461942.499600001,367350.498 461941.0,367353.4992 461939.000600001,367355.5027 461936.001399999,367355.9974 461931.002900001,367356.5004 461924.504699999,367358.001 461919.496200001,367361.4969 461913.9977,367368.4969 461906.4999,367376.0 461898.5022,367385.0036 461891.5042,367389.0024 461889.004899999,367390.503 461886.4956,367388.4995 461872.499600001,367389.0024 461864.5019,367392.4983 461859.0035,367395.4995 461855.0046,367403.0025 461852.4954,367410.0026 461849.996099999,367417.0026 461846.497099999,367422.9968 461839.9989,367431.0028 461830.501599999,367438.0028 461820.5045,367442.9993 461811.497099999,367446.0005 461801.4999,367448.0041 461795.001800001,367453.9982 461780.495999999,367460.5036 461766.0001,367465.6732 461756.6028,367466.003 461756.003,367471.9972 461747.4954,367474.5037 461742.9967,367478.9973 461732.499700001,367482.5014 461724.502,367486.5003 461718.003799999,367491.9997 461716.0044,367496.5015 461715.004699999,367498.0021 461711.9956,367502.5039 461697.999600001,367507.3768 461688.942199999,367509.504 461685.0033,367513.5028 461675.9959,367516.9987 461671.497199999,367527.0 461665.4989,367530.0012 461663.499399999,367533.4971 461656.001599999,367539.4995 461641.9956,367541.0001 461637.4969,367541.5031 461631.498600001,367541.9978 461623.5009,367543.0037 461617.502599999,367545.5019 461613.003900001,367550.0037 461611.0045,367553.4996 461609.504899999,367556.5008 461606.9956,367557.4985 461600.497500001,367557.4985 461582.002800001,367558.0014 461568.9965,367559.6504 461566.7971,367561.0026 461564.9976,367565.4962 461560.4989,367572.9992 461559.499199999,367587.9805 461555.010500001,367597.9982 461541.5044,367612.996 461527.998199999,367632.0009 461512.502699999,367641.4992 461507.0042,367646.9986 461504.505000001,367650.9975 461499.496400001,367654.5016 461493.998,367657.9975 461488.999399999,367671.9976 461480.501800001,367680.0036 461476.503,367692.9978 461474.003699999,367709.9991 461469.494999999,367722.4986 461461.997099999,367730.4964 461453.999399999,367734.9982 461448.0011,367737.4964 461442.002900001,367739.5 461436.0046,367744.0018 461428.4967,367748.0006 461420.499,367751.4965 461415.500399999,367754.4977 461413.501,367756.5013 461413.501,367760.5001 461416.5002,367762.9984 461418.499600001,367766.5025 461419.499299999,367770.9961 461418.999399999,367775.4979 461416.5002,367779.002 461412.5013,367787.5027 461410.002,367819.5018 461401.5044,367839.4961 461394.4965,367852.0038 461388.498199999,367862.9862 461382.449899999,367863.3902 461384.8292,367864.998 461382.999700001,367867.4963 461377.001499999,367872.501 461372.502699999,367877.613 461365.9946,367878.0005 461365.504699999,367885.5035 461354.4979,367892.0006 461344.0009,367897.5001 461332.0043,367905.4978 461317.498500001,367912.4978 461304.0024,367917.9973 461286.997199999,367924.9973 461274.0009,367940.0034 461247.498500001,367944.9999 461238.0012,367949.9964 461231.5031,367958.497 461221.9958,367971.4995 461205.000700001,367980.5031 461193.0041,367990.0014 461182.497099999,368001.0003 461171.000399999,368010.4986 461159.003900001,368018.9993 461148.9967,368035.4977 461127.003,368058.5014 461099.5009,368066.4991 461088.0042,368072.9962 461078.4969,368077.498 461074.498,368085.9987 461066.000499999,368098.4982 461055.5035,368107.9965 461047.4958,368121.9966 461036.9988,368134.0014 461028.5012,368141.9991 461023.502599999,368149.5021 461017.0045,368156.5022 461009.9965,368162.0016 461000.9991,368178.5 460971.997400001,368195.5013 460936.4976,368212.5026 460900.4979,368218.0021 460889.501,368219.5027 460882.0032,368221.0033 460876.004899999,368221.0033 460869.4967,368222.9986 460850.0023,368223.5015 460841.004899999,368224.5239 460836.8961,368222.0009 460835.996300001,368170.5023 460804.495300001,368113.4959 460765.4965,368040.9971 460722.9987,367991.9967 460687.9987,367938.5028 460638.502900001,367936.4992 460636.5034,367918.5002 460618.498600001,367875.5022 460578.0002,367860.4962 460563.5043,367855.4997 460553.997,367797.9987 460369.0,367744.0018 460173.9958,367760.7063 460114.9827)))",4334,Bowland Fells,1005542,2,1011780,159.885600514065,6053.00913827,367374.622506,461167.558856,SD673611,159.885600514065,6053.00913827,367374.622506,461167.558856,SD673611,UNFAVOURABLE RECOVERING,2013/03/13 00:00:00+00,1056433,,2003/12/03 00:00:00+00,1,,1,Current,{15FBA8D1-44FA-4595-A262-C1679D68E100},6053.00913826548,1598856.00514065
